Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2019,Meat,Chicken,673.32
Export,2019,Dairy,Pork,900.88
Export,2019,Meat,Duck,37.74
Export,2019,Dairy,Milk,421.4
Export,2019,Meat,Butter,711.55
Export,2019,Dairy,Yoghurt,584.71
Export,2021,Meat,Chicken,200.69
Export,2021,Dairy,Pork,45.48
Export,2021,Meat,Duck,823.28
Export,2021,Dairy,Milk,845.28
Export,2021,Meat,Butter,466.79
Export,2021,Dairy,Yoghurt,531.04
Export,2019,Meat,Chicken,371.83
Export,2019,Dairy,Pork,501.01
Export,2019,Meat,Duck,978.08
Export,2019,Dairy,Milk,631.41
Export,2019,Meat,Butter,26.23
Export,2019,Dairy,Yoghurt,349.79
