Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,January,Nevada,Reno,2.75
Production,Workshop,Q4,February,Nevada,Boulder City,6.17
Production,Workshop,Q1,March,Nevada,Reno,11.82
Production,Workshop,Q4,December,Nevada,Boulder City,12.62
Production,Workshop,Q1,October,Nevada,Reno,16.32
Production,Workshop,Q4,November,Nevada,Boulder City,18.37
Culture,Factory,Q1,January,Nevada,Reno,25.58
Culture,Factory,Q4,February,Nevada,Boulder City,26.94
Culture,Factory,Q1,March,Nevada,Reno,37.51
Culture,Factory,Q4,December,Nevada,Boulder City,41.19
Culture,Factory,Q1,October,Nevada,Reno,41.2
Culture,Factory,Q4,November,Nevada,Boulder City,56.16
Production,Concert,Q1,January,Nevada,Reno,63.76
Production,Concert,Q4,February,Nevada,Boulder City,67.7
Production,Concert,Q1,March,Nevada,Reno,71.75
Production,Concert,Q4,December,Nevada,Boulder City,76.15
Production,Concert,Q1,October,Nevada,Reno,79.2
Production,Concert,Q4,November,Nevada,Boulder City,80.48
Culture,Museum,Q1,January,Nevada,Reno,83.59
Culture,Museum,Q4,February,Nevada,Boulder City,88.93
Culture,Museum,Q1,March,Nevada,Reno,89.03
Culture,Museum,Q4,December,Nevada,Boulder City,88.3
Culture,Museum,Q1,October,Nevada,Reno,89.5
Culture,Museum,Q4,November,Nevada,Boulder City,92.55
