Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q4,December,14.63
Service,Hospital,Q3,November,15.92
Service,Hospital,Q2,August,18.77
Service,Hospital,Q4,July,18.59
Service,Hospital,Q3,April,20.08
Service,Hospital,Q2,May,23.32
Service,Hospital,Q4,June,24.16
Service,Hospital,Q3,December,25.69
Service,Hospital,Q2,November,27.08
Culture,School,Q4,December,27.38
Culture,School,Q3,November,29.59
Culture,School,Q2,August,32.33
Culture,School,Q4,July,33.5
Culture,School,Q3,April,35.06
Culture,School,Q2,May,36.12
Culture,School,Q4,June,37.16
Culture,School,Q3,December,35.88
Culture,School,Q2,November,39.81
Service,Theatre,Q4,December,35.75
Service,Theatre,Q3,November,39.39
Service,Theatre,Q2,August,47.26
Service,Theatre,Q4,July,51.54
Service,Theatre,Q3,April,57.53
Service,Theatre,Q2,May,57.44
Service,Theatre,Q4,June,62.15
Service,Theatre,Q3,December,63.54
Service,Theatre,Q2,November,63.56
Culture,Concert,Q4,December,65.43
Culture,Concert,Q3,November,65.34
Culture,Concert,Q2,August,67.27
Culture,Concert,Q4,July,67.01
Culture,Concert,Q3,April,67.55
Culture,Concert,Q2,May,70.08
Culture,Concert,Q4,June,71.43
Culture,Concert,Q3,December,75.83
Culture,Concert,Q2,November,75.42
Service,Museum,Q4,December,76.08
Service,Museum,Q3,November,81.7
Service,Museum,Q2,August,84.83
Service,Museum,Q4,July,86.51
Service,Museum,Q3,April,88.42
Service,Museum,Q2,May,89.88
Service,Museum,Q4,June,92.69
Service,Museum,Q3,December,94.6
Service,Museum,Q2,November,99.28
