Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Male,2020,Q2,Drowning,Slight,96.58
Male,2020,Q2,Traffic,Fatal,67.62
Male,2020,Q2,Fire,Serious,35.62
Male,2022,Q3,Drowning,Slight,69.83
Male,2022,Q3,Traffic,Fatal,69.27
Male,2022,Q3,Fire,Serious,71.15
Male,2020,Q2,Drowning,Slight,75.3
Male,2020,Q2,Traffic,Fatal,28.71
Male,2020,Q2,Fire,Serious,83.82
Male,2022,Q3,Drowning,Slight,51.19
Male,2022,Q3,Traffic,Fatal,55.92
Male,2022,Q3,Fire,Serious,59.24
Male,2020,Q2,Drowning,Slight,92.02
Male,2020,Q2,Traffic,Fatal,93.33
Male,2020,Q2,Fire,Serious,63.85
