State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,Berkeley,Soil,Urban Activities,10.51
California,Berkeley,Air,Solid Waste,16.52
California,Berkeley,Soil,Thermal,18.08
California,Berkeley,Air,Noise,32.88
California,Berkeley,Soil,Light,34.17
California,Berkeley,Air,Urban Activities,40.88
Maryland,Los-Angeles,Soil,Urban Activities,-85.04
Maryland,Los-Angeles,Air,Solid Waste,44.58
Maryland,Los-Angeles,Soil,Thermal,-84.12
Maryland,Los-Angeles,Air,Noise,48.49
Maryland,Los-Angeles,Soil,Light,50.8
Maryland,Los-Angeles,Air,Urban Activities,51.56
California,San Francisco,Soil,Urban Activities,59.74
California,San Francisco,Air,Solid Waste,61.44
California,San Francisco,Soil,Thermal,-64.81
California,San Francisco,Air,Noise,67.19
California,San Francisco,Soil,Light,68.63
California,San Francisco,Air,Urban Activities,-54.76
Maryland,Aberdeen,Soil,Urban Activities,-51.11
Maryland,Aberdeen,Air,Solid Waste,-37.59
Maryland,Aberdeen,Soil,Thermal,-36.56
Maryland,Aberdeen,Air,Noise,-35.05
Maryland,Aberdeen,Soil,Light,95.76
Maryland,Aberdeen,Air,Urban Activities,-32.93
California,Baltimore,Soil,Urban Activities,-33.0
California,Baltimore,Air,Solid Waste,96.83
California,Baltimore,Soil,Thermal,-32.09
California,Baltimore,Air,Noise,-18.51
California,Baltimore,Soil,Light,-5.76
California,Baltimore,Air,Urban Activities,-4.11
