State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Cambridge,Water,Groundwater,7.85
Massachusetts,Cambridge,Air,Oxygen-depletion,8.59
Massachusetts,Cambridge,Soil,Chemical,12.26
Massachusetts,Cambridge,Water,Thermal,15.74
Massachusetts,Cambridge,Air,Light,16.17
Massachusetts,Cambridge,Soil,Noise,17.71
Massachusetts,Cambridge,Water,Urban Activities,16.58
Massachusetts,Cambridge,Air,Industrial,28.15
Massachusetts,Cambridge,Soil,Solid Waste,31.91
Massachusetts,Cambridge,Water,Inferior Irrigation,31.3
Massachusetts,Cambridge,Air,Groundwater,33.76
Massachusetts,Cambridge,Soil,Oxygen-depletion,40.7
Illinois,Lenox,Water,Groundwater,42.36
Illinois,Lenox,Air,Oxygen-depletion,43.32
Illinois,Lenox,Soil,Chemical,43.07
Illinois,Lenox,Water,Thermal,45.45
Illinois,Lenox,Air,Light,50.44
Illinois,Lenox,Soil,Noise,50.67
Illinois,Lenox,Water,Urban Activities,60.03
Illinois,Lenox,Air,Industrial,62.88
Illinois,Lenox,Soil,Solid Waste,64.52
Illinois,Lenox,Water,Inferior Irrigation,67.02
Illinois,Lenox,Air,Groundwater,68.74
Illinois,Lenox,Soil,Oxygen-depletion,75.83
Nevada,Boston,Water,Groundwater,75.3
Nevada,Boston,Air,Oxygen-depletion,76.7
Nevada,Boston,Soil,Chemical,80.94
Nevada,Boston,Water,Thermal,86.86
Nevada,Boston,Air,Light,87.16
Nevada,Boston,Soil,Noise,90.02
Nevada,Boston,Water,Urban Activities,93.98
Nevada,Boston,Air,Industrial,94.43
Nevada,Boston,Soil,Solid Waste,99.24
Nevada,Boston,Water,Inferior Irrigation,-0.08
Nevada,Boston,Air,Groundwater,0.61
Nevada,Boston,Soil,Oxygen-depletion,-99.55
Massachusetts,Champaign,Water,Groundwater,-98.82
Massachusetts,Champaign,Air,Oxygen-depletion,-97.34
Massachusetts,Champaign,Soil,Chemical,-96.97
Massachusetts,Champaign,Water,Thermal,-99.09
Massachusetts,Champaign,Air,Light,-94.31
Massachusetts,Champaign,Soil,Noise,-93.41
Massachusetts,Champaign,Water,Urban Activities,-98.92
Massachusetts,Champaign,Air,Industrial,-89.14
Massachusetts,Champaign,Soil,Solid Waste,-88.57
Massachusetts,Champaign,Water,Inferior Irrigation,-88.52
Massachusetts,Champaign,Air,Groundwater,-86.85
Massachusetts,Champaign,Soil,Oxygen-depletion,-85.37
Illinois,Chicago,Water,Groundwater,-84.55
Illinois,Chicago,Air,Oxygen-depletion,-83.51
Illinois,Chicago,Soil,Chemical,-82.72
Illinois,Chicago,Water,Thermal,-81.71
Illinois,Chicago,Air,Light,-89.93
Illinois,Chicago,Soil,Noise,-79.32
Illinois,Chicago,Water,Urban Activities,-78.08
Illinois,Chicago,Air,Industrial,-71.62
Illinois,Chicago,Soil,Solid Waste,-69.31
Illinois,Chicago,Water,Inferior Irrigation,-68.9
Illinois,Chicago,Air,Groundwater,-64.6
Illinois,Chicago,Soil,Oxygen-depletion,-63.99
Nevada,Springfield,Water,Groundwater,-62.66
Nevada,Springfield,Air,Oxygen-depletion,-61.76
Nevada,Springfield,Soil,Chemical,-60.37
Nevada,Springfield,Water,Thermal,-59.12
Nevada,Springfield,Air,Light,-58.75
Nevada,Springfield,Soil,Noise,-57.43
Nevada,Springfield,Water,Urban Activities,-56.58
Nevada,Springfield,Air,Industrial,-57.02
Nevada,Springfield,Soil,Solid Waste,-54.39
Nevada,Springfield,Water,Inferior Irrigation,-61.28
Nevada,Springfield,Air,Groundwater,-52.28
Nevada,Springfield,Soil,Oxygen-depletion,-50.15
Massachusetts,Boulder City,Water,Groundwater,-50.39
Massachusetts,Boulder City,Air,Oxygen-depletion,-49.6
Massachusetts,Boulder City,Soil,Chemical,-49.45
Massachusetts,Boulder City,Water,Thermal,-47.34
Massachusetts,Boulder City,Air,Light,-45.38
Massachusetts,Boulder City,Soil,Noise,-44.7
Massachusetts,Boulder City,Water,Urban Activities,-42.97
Massachusetts,Boulder City,Air,Industrial,-39.68
Massachusetts,Boulder City,Soil,Solid Waste,-35.27
Massachusetts,Boulder City,Water,Inferior Irrigation,-26.7
Massachusetts,Boulder City,Air,Groundwater,-25.35
Massachusetts,Boulder City,Soil,Oxygen-depletion,-26.17
Illinois,Reno,Water,Groundwater,-23.55
Illinois,Reno,Air,Oxygen-depletion,-22.99
Illinois,Reno,Soil,Chemical,-21.06
Illinois,Reno,Water,Thermal,-18.79
Illinois,Reno,Air,Light,-18.52
Illinois,Reno,Soil,Noise,-14.75
Illinois,Reno,Water,Urban Activities,-11.26
Illinois,Reno,Air,Industrial,-7.49
Illinois,Reno,Soil,Solid Waste,-5.87
Illinois,Reno,Water,Inferior Irrigation,-4.25
Illinois,Reno,Air,Groundwater,-2.29
Illinois,Reno,Soil,Oxygen-depletion,-1.29
