Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Georgia,Columbus,Wind,Storm,0.57
2019,Georgia,Columbus,Temperature,Calm,26.41
2019,Georgia,Columbus,Wind,21-30,3.81
2019,Georgia,Columbus,Temperature,0-10,5.42
2020,Florida,Washington,Wind,Storm,4.17
2020,Florida,Washington,Temperature,Calm,7.13
2020,Florida,Washington,Wind,21-30,8.25
2020,Florida,Washington,Temperature,0-10,27.29
2015,Georgia,Fort Lauderdale,Wind,Storm,10.73
2015,Georgia,Fort Lauderdale,Temperature,Calm,8.91
2015,Georgia,Fort Lauderdale,Wind,21-30,12.04
2015,Georgia,Fort Lauderdale,Temperature,0-10,17.79
2019,Florida,Tampa,Wind,Storm,20.38
2019,Florida,Tampa,Temperature,Calm,24.67
2019,Florida,Tampa,Wind,21-30,26.89
2019,Florida,Tampa,Temperature,0-10,27.25
