Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2015,Dairy,Cream,320.85
Export,2015,Beverage,Cheese,608.72
Export,2015,Dairy,Yoghurt,673.54
Export,2015,Beverage,Tea,66.16
Export,2015,Dairy,Coffee,453.2
Export,2015,Beverage,Juice,549.95
Export,2021,Dairy,Cream,997.66
Export,2021,Beverage,Cheese,653.85
Export,2021,Dairy,Yoghurt,592.54
Export,2021,Beverage,Tea,466.14
Export,2021,Dairy,Coffee,370.93
Export,2021,Beverage,Juice,340.78
Export,2015,Dairy,Cream,114.75
Export,2015,Beverage,Cheese,406.61
Export,2015,Dairy,Yoghurt,246.66
Export,2015,Beverage,Tea,696.72
Export,2015,Dairy,Coffee,984.03
Export,2015,Beverage,Juice,795.3
