Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q4,December,7.4
Service,Administration,Q1,October,13.53
Service,Administration,Q2,March,15.33
Service,Administration,Q4,February,20.86
Service,Administration,Q1,June,23.11
Service,Administration,Q2,May,27.21
Residential,Library,Q4,December,27.42
Residential,Library,Q1,October,33.53
Residential,Library,Q2,March,34.78
Residential,Library,Q4,February,35.38
Residential,Library,Q1,June,38.45
Residential,Library,Q2,May,41.27
Production,School,Q4,December,42.94
Production,School,Q1,October,42.74
Production,School,Q2,March,47.76
Production,School,Q4,February,47.91
Production,School,Q1,June,49.79
Production,School,Q2,May,57.49
Service,House,Q4,December,58.36
Service,House,Q1,October,57.67
Service,House,Q2,March,62.73
Service,House,Q4,February,63.11
Service,House,Q1,June,63.92
Service,House,Q2,May,67.71
Residential,Apartment,Q4,December,67.86
Residential,Apartment,Q1,October,69.97
Residential,Apartment,Q2,March,67.98
Residential,Apartment,Q4,February,67.1
Residential,Apartment,Q1,June,72.39
Residential,Apartment,Q2,May,70.78
Production,Hotel,Q4,December,67.43
Production,Hotel,Q1,October,76.24
Production,Hotel,Q2,March,77.9
Production,Hotel,Q4,February,80.14
Production,Hotel,Q1,June,82.0
Production,Hotel,Q2,May,83.78
Service,Workshop,Q4,December,84.36
Service,Workshop,Q1,October,85.9
Service,Workshop,Q2,March,85.26
Service,Workshop,Q4,February,87.18
Service,Workshop,Q1,June,85.3
Service,Workshop,Q2,May,89.77
Residential,Factory,Q4,December,89.09
Residential,Factory,Q1,October,91.0
Residential,Factory,Q2,March,87.92
Residential,Factory,Q4,February,94.92
Residential,Factory,Q1,June,96.07
Residential,Factory,Q2,May,99.65
