Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q3,July,Illinois,Champaign,0.67
Culture,Museum,Q2,September,Illinois,Champaign,1.04
Culture,Museum,Q1,August,Illinois,Champaign,5.18
Culture,Museum,Q3,May,Illinois,Champaign,7.37
Culture,Museum,Q2,April,Illinois,Champaign,10.63
Culture,Museum,Q1,January,Illinois,Champaign,14.78
Culture,Museum,Q3,February,Illinois,Champaign,16.69
Culture,Museum,Q2,March,Illinois,Champaign,19.69
Culture,Museum,Q1,July,Illinois,Champaign,80.34
Service,Concert,Q3,July,Illinois,Champaign,22.6
Service,Concert,Q2,September,Illinois,Champaign,23.16
Service,Concert,Q1,August,Illinois,Champaign,22.16
Service,Concert,Q3,May,Illinois,Champaign,23.05
Service,Concert,Q2,April,Illinois,Champaign,26.34
Service,Concert,Q1,January,Illinois,Champaign,26.8
Service,Concert,Q3,February,Illinois,Champaign,28.35
Service,Concert,Q2,March,Illinois,Champaign,32.73
Service,Concert,Q1,July,Illinois,Champaign,33.34
Residential,Theatre,Q3,July,Illinois,Champaign,32.06
Residential,Theatre,Q2,September,Illinois,Champaign,38.48
Residential,Theatre,Q1,August,Illinois,Champaign,40.08
Residential,Theatre,Q3,May,Illinois,Champaign,42.31
Residential,Theatre,Q2,April,Illinois,Champaign,43.08
Residential,Theatre,Q1,January,Illinois,Champaign,44.62
Residential,Theatre,Q3,February,Illinois,Champaign,45.97
Residential,Theatre,Q2,March,Illinois,Champaign,49.12
Residential,Theatre,Q1,July,Illinois,Champaign,51.55
Culture,School,Q3,July,Illinois,Champaign,54.49
Culture,School,Q2,September,Illinois,Champaign,55.73
Culture,School,Q1,August,Illinois,Champaign,56.64
Culture,School,Q3,May,Illinois,Champaign,55.21
Culture,School,Q2,April,Illinois,Champaign,58.67
Culture,School,Q1,January,Illinois,Champaign,58.93
Culture,School,Q3,February,Illinois,Champaign,57.25
Culture,School,Q2,March,Illinois,Champaign,60.6
Culture,School,Q1,July,Illinois,Champaign,59.18
Service,Administration,Q3,July,Illinois,Champaign,62.91
Service,Administration,Q2,September,Illinois,Champaign,67.25
Service,Administration,Q1,August,Illinois,Champaign,67.91
Service,Administration,Q3,May,Illinois,Champaign,69.25
Service,Administration,Q2,April,Illinois,Champaign,68.83
Service,Administration,Q1,January,Illinois,Champaign,67.84
Service,Administration,Q3,February,Illinois,Champaign,68.2
Service,Administration,Q2,March,Illinois,Champaign,72.45
Service,Administration,Q1,July,Illinois,Champaign,72.84
Residential,Hotel,Q3,July,Illinois,Champaign,69.62
Residential,Hotel,Q2,September,Illinois,Champaign,77.51
Residential,Hotel,Q1,August,Illinois,Champaign,77.46
Residential,Hotel,Q3,May,Illinois,Champaign,77.1
Residential,Hotel,Q2,April,Illinois,Champaign,80.58
Residential,Hotel,Q1,January,Illinois,Champaign,81.98
Residential,Hotel,Q3,February,Illinois,Champaign,82.78
Residential,Hotel,Q2,March,Illinois,Champaign,81.65
Residential,Hotel,Q1,July,Illinois,Champaign,83.53
Culture,House,Q3,July,Illinois,Champaign,85.44
Culture,House,Q2,September,Illinois,Champaign,84.84
Culture,House,Q1,August,Illinois,Champaign,87.39
Culture,House,Q3,May,Illinois,Champaign,83.29
Culture,House,Q2,April,Illinois,Champaign,82.36
Culture,House,Q1,January,Illinois,Champaign,91.85
Culture,House,Q3,February,Illinois,Champaign,94.97
Culture,House,Q2,March,Illinois,Champaign,97.52
Culture,House,Q1,July,Illinois,Champaign,97.61
