State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Hastings,2016,Soil,Solid Waste,1.53
Minnesota,Hastings,2016,Water,Urban Activities,5.47
Minnesota,Hastings,2016,Soil,Groundwater,10.17
Minnesota,Hastings,2016,Water,Oxygen-depletion,11.99
Minnesota,Hastings,2016,Soil,Surface water,11.92
Minnesota,Hastings,2016,Water,Solid Waste,15.78
California,Minneapolis,2015,Soil,Solid Waste,16.42
California,Minneapolis,2015,Water,Urban Activities,15.58
California,Minneapolis,2015,Soil,Groundwater,24.3
California,Minneapolis,2015,Water,Oxygen-depletion,-99.86
California,Minneapolis,2015,Soil,Surface water,-98.83
California,Minneapolis,2015,Water,Solid Waste,-97.72
Massachusetts,Malibu,2016,Soil,Solid Waste,30.49
Massachusetts,Malibu,2016,Water,Urban Activities,31.63
Massachusetts,Malibu,2016,Soil,Groundwater,-91.33
Massachusetts,Malibu,2016,Water,Oxygen-depletion,43.71
Massachusetts,Malibu,2016,Soil,Surface water,-83.16
Massachusetts,Malibu,2016,Water,Solid Waste,46.89
Minnesota,San Francisco,2015,Soil,Solid Waste,-80.37
Minnesota,San Francisco,2015,Water,Urban Activities,51.81
Minnesota,San Francisco,2015,Soil,Groundwater,51.26
Minnesota,San Francisco,2015,Water,Oxygen-depletion,56.07
Minnesota,San Francisco,2015,Soil,Surface water,-72.07
Minnesota,San Francisco,2015,Water,Solid Waste,-64.93
California,Boston,2016,Soil,Solid Waste,-57.84
California,Boston,2016,Water,Urban Activities,73.39
California,Boston,2016,Soil,Groundwater,-51.1
California,Boston,2016,Water,Oxygen-depletion,-46.32
California,Boston,2016,Soil,Surface water,83.11
California,Boston,2016,Water,Solid Waste,91.64
Massachusetts,Cambridge,2015,Soil,Solid Waste,94.76
Massachusetts,Cambridge,2015,Water,Urban Activities,95.5
Massachusetts,Cambridge,2015,Soil,Groundwater,-19.08
Massachusetts,Cambridge,2015,Water,Oxygen-depletion,-12.61
Massachusetts,Cambridge,2015,Soil,Surface water,-5.19
Massachusetts,Cambridge,2015,Water,Solid Waste,-2.69
