State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Florida,Tampa,Soil,Industrial,2.33
Florida,Tampa,Water,Urban Activities,3.39
Florida,Tampa,Air,Inferior Irrigation,5.65
Florida,Tampa,Soil,Solid Waste,6.54
Florida,Tampa,Water,Inorganic Fertilizers,6.98
Florida,Tampa,Air,Chemical,8.03
Florida,Tampa,Soil,Oxygen-depletion,9.4
Florida,Tampa,Water,Groundwater,9.37
Florida,Tampa,Air,Thermal,11.05
Florida,Tampa,Soil,Light,11.61
Florida,Tampa,Water,Noise,12.72
Florida,Tampa,Air,Industrial,9.57
Florida,Tampa,Soil,Urban Activities,9.99
Florida,Tampa,Water,Inferior Irrigation,20.93
Florida,Tampa,Air,Solid Waste,21.27
Michigan,Fort Lauderdale,Soil,Industrial,23.8
Michigan,Fort Lauderdale,Water,Urban Activities,25.48
Michigan,Fort Lauderdale,Air,Inferior Irrigation,28.86
Michigan,Fort Lauderdale,Soil,Solid Waste,29.76
Michigan,Fort Lauderdale,Water,Inorganic Fertilizers,34.97
Michigan,Fort Lauderdale,Air,Chemical,34.82
Michigan,Fort Lauderdale,Soil,Oxygen-depletion,38.36
Michigan,Fort Lauderdale,Water,Groundwater,41.64
Michigan,Fort Lauderdale,Air,Thermal,46.04
Michigan,Fort Lauderdale,Soil,Light,48.84
Michigan,Fort Lauderdale,Water,Noise,52.49
Michigan,Fort Lauderdale,Air,Industrial,54.61
Michigan,Fort Lauderdale,Soil,Urban Activities,54.59
Michigan,Fort Lauderdale,Water,Inferior Irrigation,55.93
Michigan,Fort Lauderdale,Air,Solid Waste,56.47
Minnesota,Port Huron,Soil,Industrial,57.02
Minnesota,Port Huron,Water,Urban Activities,59.92
Minnesota,Port Huron,Air,Inferior Irrigation,60.87
Minnesota,Port Huron,Soil,Solid Waste,59.7
Minnesota,Port Huron,Water,Inorganic Fertilizers,62.53
Minnesota,Port Huron,Air,Chemical,56.62
Minnesota,Port Huron,Soil,Oxygen-depletion,62.34
Minnesota,Port Huron,Water,Groundwater,67.15
Minnesota,Port Huron,Air,Thermal,68.12
Minnesota,Port Huron,Soil,Light,69.13
Minnesota,Port Huron,Water,Noise,73.42
Minnesota,Port Huron,Air,Industrial,75.51
Minnesota,Port Huron,Soil,Urban Activities,76.22
Minnesota,Port Huron,Water,Inferior Irrigation,79.3
Minnesota,Port Huron,Air,Solid Waste,82.99
Florida,Detroit,Soil,Industrial,83.7
Florida,Detroit,Water,Urban Activities,84.19
Florida,Detroit,Air,Inferior Irrigation,85.4
Florida,Detroit,Soil,Solid Waste,84.37
Florida,Detroit,Water,Inorganic Fertilizers,91.63
Florida,Detroit,Air,Chemical,92.47
Florida,Detroit,Soil,Oxygen-depletion,96.23
Florida,Detroit,Water,Groundwater,97.07
Florida,Detroit,Air,Thermal,98.76
Florida,Detroit,Soil,Light,97.93
Florida,Detroit,Water,Noise,-99.91
Florida,Detroit,Air,Industrial,-98.0
Florida,Detroit,Soil,Urban Activities,-95.55
Florida,Detroit,Water,Inferior Irrigation,-95.86
Florida,Detroit,Air,Solid Waste,-93.36
Michigan,Flint,Soil,Industrial,-92.94
Michigan,Flint,Water,Urban Activities,-91.98
Michigan,Flint,Air,Inferior Irrigation,-91.66
Michigan,Flint,Soil,Solid Waste,-89.22
Michigan,Flint,Water,Inorganic Fertilizers,-87.75
Michigan,Flint,Air,Chemical,-86.57
Michigan,Flint,Soil,Oxygen-depletion,-85.23
Michigan,Flint,Water,Groundwater,-83.44
Michigan,Flint,Air,Thermal,-82.28
Michigan,Flint,Soil,Light,-83.86
Michigan,Flint,Water,Noise,-75.52
Michigan,Flint,Air,Industrial,-74.42
Michigan,Flint,Soil,Urban Activities,-75.37
Michigan,Flint,Water,Inferior Irrigation,-72.67
Michigan,Flint,Air,Solid Waste,-64.66
Minnesota,Hastings,Soil,Industrial,-63.76
Minnesota,Hastings,Water,Urban Activities,-58.58
Minnesota,Hastings,Air,Inferior Irrigation,-56.29
Minnesota,Hastings,Soil,Solid Waste,-53.1
Minnesota,Hastings,Water,Inorganic Fertilizers,-52.28
Minnesota,Hastings,Air,Chemical,-52.2
Minnesota,Hastings,Soil,Oxygen-depletion,-51.4
Minnesota,Hastings,Water,Groundwater,-49.43
Minnesota,Hastings,Air,Thermal,-52.18
Minnesota,Hastings,Soil,Light,-47.68
Minnesota,Hastings,Water,Noise,-47.95
Minnesota,Hastings,Air,Industrial,-46.85
Minnesota,Hastings,Soil,Urban Activities,-47.0
Minnesota,Hastings,Water,Inferior Irrigation,-46.63
Minnesota,Hastings,Air,Solid Waste,-42.74
Florida,Rochester,Soil,Industrial,-37.56
Florida,Rochester,Water,Urban Activities,-37.0
Florida,Rochester,Air,Inferior Irrigation,-33.21
Florida,Rochester,Soil,Solid Waste,-32.33
Florida,Rochester,Water,Inorganic Fertilizers,-31.19
Florida,Rochester,Air,Chemical,-30.81
Florida,Rochester,Soil,Oxygen-depletion,-27.43
Florida,Rochester,Water,Groundwater,-1.75
Florida,Rochester,Air,Thermal,-23.28
Florida,Rochester,Soil,Light,-21.53
Florida,Rochester,Water,Noise,-12.88
Florida,Rochester,Air,Industrial,-11.22
Florida,Rochester,Soil,Urban Activities,-5.64
Florida,Rochester,Water,Inferior Irrigation,-2.92
Florida,Rochester,Air,Solid Waste,-1.8
