Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Georgia,Albany,Humidity,High,0.18
2021,Georgia,Albany,Wind,Low,0.4
2021,Georgia,Albany,Humidity,Breeze,2.94
2021,Georgia,Albany,Wind,Calm,2.87
2021,Georgia,Albany,Humidity,Storm,4.29
2021,Georgia,Albany,Wind,High,5.82
2016,Massachusetts,Columbus,Humidity,High,6.05
2016,Massachusetts,Columbus,Wind,Low,4.2
2016,Massachusetts,Columbus,Humidity,Breeze,8.65
2016,Massachusetts,Columbus,Wind,Calm,4.33
2016,Massachusetts,Columbus,Humidity,Storm,10.2
2016,Massachusetts,Columbus,Wind,High,12.58
2018,Georgia,Cambridge,Humidity,High,14.34
2018,Georgia,Cambridge,Wind,Low,15.82
2018,Georgia,Cambridge,Humidity,Breeze,16.51
2018,Georgia,Cambridge,Wind,Calm,16.39
2018,Georgia,Cambridge,Humidity,Storm,15.85
2018,Georgia,Cambridge,Wind,High,19.07
2021,Massachusetts,Boston,Humidity,High,16.1
2021,Massachusetts,Boston,Wind,Low,22.2
2021,Massachusetts,Boston,Humidity,Breeze,25.9
2021,Massachusetts,Boston,Wind,Calm,25.27
2021,Massachusetts,Boston,Humidity,Storm,25.84
2021,Massachusetts,Boston,Wind,High,0.04
