Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q1,February,Oregon,Salem,10.11
Culture,Concert,Q2,January,Florida,Redmond,14.08
Culture,Concert,Q1,March,Oregon,Fort Lauderdale,15.27
Culture,Concert,Q2,June,Florida,Salem,18.34
Culture,Concert,Q1,April,Oregon,Redmond,19.11
Culture,Concert,Q2,February,Florida,Fort Lauderdale,20.52
Production,Theatre,Q1,February,Oregon,Salem,18.68
Production,Theatre,Q2,January,Florida,Redmond,19.13
Production,Theatre,Q1,March,Oregon,Fort Lauderdale,23.16
Production,Theatre,Q2,June,Florida,Salem,24.35
Production,Theatre,Q1,April,Oregon,Redmond,30.43
Production,Theatre,Q2,February,Florida,Fort Lauderdale,30.72
Residential,Museum,Q1,February,Oregon,Salem,30.74
Residential,Museum,Q2,January,Florida,Redmond,37.04
Residential,Museum,Q1,March,Oregon,Fort Lauderdale,41.95
Residential,Museum,Q2,June,Florida,Salem,42.64
Residential,Museum,Q1,April,Oregon,Redmond,43.63
Residential,Museum,Q2,February,Florida,Fort Lauderdale,46.07
Culture,Workshop,Q1,February,Oregon,Salem,47.2
Culture,Workshop,Q2,January,Florida,Redmond,48.41
Culture,Workshop,Q1,March,Oregon,Fort Lauderdale,46.39
Culture,Workshop,Q2,June,Florida,Salem,59.86
Culture,Workshop,Q1,April,Oregon,Redmond,59.04
Culture,Workshop,Q2,February,Florida,Fort Lauderdale,61.83
Production,Factory,Q1,February,Oregon,Salem,63.89
Production,Factory,Q2,January,Florida,Redmond,64.84
Production,Factory,Q1,March,Oregon,Fort Lauderdale,64.76
Production,Factory,Q2,June,Florida,Salem,67.7
Production,Factory,Q1,April,Oregon,Redmond,71.81
Production,Factory,Q2,February,Florida,Fort Lauderdale,72.8
Residential,Apartment,Q1,February,Oregon,Salem,71.85
Residential,Apartment,Q2,January,Florida,Redmond,71.25
Residential,Apartment,Q1,March,Oregon,Fort Lauderdale,75.12
Residential,Apartment,Q2,June,Florida,Salem,76.87
Residential,Apartment,Q1,April,Oregon,Redmond,79.3
Residential,Apartment,Q2,February,Florida,Fort Lauderdale,83.74
Culture,Hotel,Q1,February,Oregon,Salem,84.4
Culture,Hotel,Q2,January,Florida,Redmond,89.85
Culture,Hotel,Q1,March,Oregon,Fort Lauderdale,91.77
Culture,Hotel,Q2,June,Florida,Salem,97.07
Culture,Hotel,Q1,April,Oregon,Redmond,97.34
Culture,Hotel,Q2,February,Florida,Fort Lauderdale,99.21
