Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Cereals,Soybeans,899.15
Import,2016,Dairy,Wheat,259.18
Import,2016,Meat,Rice,901.59
Import,2016,Cereals,Cream,644.74
Import,2016,Dairy,Yoghurt,524.8
Import,2016,Meat,Cheese,913.09
Import,2016,Cereals,Camel,659.76
Import,2016,Dairy,Pork,916.91
Import,2016,Meat,Beef,403.37
Import,2018,Cereals,Soybeans,409.22
Import,2018,Dairy,Wheat,26.71
Import,2018,Meat,Rice,164.88
Import,2018,Cereals,Cream,172.48
Import,2018,Dairy,Yoghurt,46.1
Import,2018,Meat,Cheese,558.84
Import,2018,Cereals,Camel,440.34
Import,2018,Dairy,Pork,825.38
Import,2018,Meat,Beef,954.0
Import,2022,Cereals,Soybeans,696.01
Import,2022,Dairy,Wheat,316.49
Import,2022,Meat,Rice,957.31
Import,2022,Cereals,Cream,961.31
Import,2022,Dairy,Yoghurt,198.15
Import,2022,Meat,Cheese,457.45
Import,2022,Cereals,Camel,331.29
Import,2022,Dairy,Pork,846.85
Import,2022,Meat,Beef,975.17
Import,2016,Cereals,Soybeans,469.88
Import,2016,Dairy,Wheat,216.14
Import,2016,Meat,Rice,93.87
Import,2016,Cereals,Cream,349.7
Import,2016,Dairy,Yoghurt,997.23
Import,2016,Meat,Cheese,101.36
Import,2016,Cereals,Camel,489.81
Import,2016,Dairy,Pork,372.97
Import,2016,Meat,Beef,767.9
