Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Minnesota,Rochester,Temperature,11-20,0.62
2016,Minnesota,Rochester,Wind,31-40,1.58
2016,Minnesota,Rochester,Temperature,Calm,0.48
2016,Minnesota,Rochester,Wind,Storm,3.58
2018,Oregon,Minneapolis,Temperature,11-20,3.19
2018,Oregon,Minneapolis,Wind,31-40,3.09
2018,Oregon,Minneapolis,Temperature,Calm,6.78
2018,Oregon,Minneapolis,Wind,Storm,7.12
2016,California,Hastings,Temperature,11-20,7.64
2016,California,Hastings,Wind,31-40,9.85
2016,California,Hastings,Temperature,Calm,10.24
2016,California,Hastings,Wind,Storm,11.29
2018,Minnesota,Redmond,Temperature,11-20,11.05
2018,Minnesota,Redmond,Wind,31-40,13.07
2018,Minnesota,Redmond,Temperature,Calm,9.48
2018,Minnesota,Redmond,Wind,Storm,15.43
2016,Oregon,Salem,Temperature,11-20,12.18
2016,Oregon,Salem,Wind,31-40,11.68
2016,Oregon,Salem,Temperature,Calm,12.5
2016,Oregon,Salem,Wind,Storm,19.61
2018,California,Portland,Temperature,11-20,19.95
2018,California,Portland,Wind,31-40,21.82
2018,California,Portland,Temperature,Calm,22.41
2018,California,Portland,Wind,Storm,23.83
2016,Minnesota,Berkeley,Temperature,11-20,23.4
2016,Minnesota,Berkeley,Wind,31-40,24.65
2016,Minnesota,Berkeley,Temperature,Calm,23.14
2016,Minnesota,Berkeley,Wind,Storm,19.39
2018,Oregon,San Francisco,Temperature,11-20,9.42
2018,Oregon,San Francisco,Wind,31-40,11.49
2018,Oregon,San Francisco,Temperature,Calm,12.4
2018,Oregon,San Francisco,Wind,Storm,13.78
2016,California,Malibu,Temperature,11-20,14.89
2016,California,Malibu,Wind,31-40,15.93
2016,California,Malibu,Temperature,Calm,17.95
2016,California,Malibu,Wind,Storm,17.12
