Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Dairy,Cheese,905.22
Export,2020,Meat,Cream,140.24
Export,2020,Cereals,Milk,652.79
Export,2020,Dairy,Lamb,917.31
Export,2020,Meat,Beef,926.02
Export,2020,Cereals,Chicken,420.51
Export,2020,Dairy,Soybeans,934.16
Export,2020,Meat,Oats,555.68
Export,2020,Cereals,Corn,820.17
Export,2017,Dairy,Cheese,186.68
Export,2017,Meat,Cream,445.42
Export,2017,Cereals,Milk,831.67
Export,2017,Dairy,Lamb,962.68
Export,2017,Meat,Beef,323.89
Export,2017,Cereals,Chicken,840.14
Export,2017,Dairy,Soybeans,587.26
Export,2017,Meat,Oats,333.56
Export,2017,Cereals,Corn,978.62
Export,2020,Dairy,Cheese,83.37
Export,2020,Meat,Cream,469.46
Export,2020,Cereals,Milk,854.28
Export,2020,Dairy,Lamb,857.4
Export,2020,Meat,Beef,479.98
Export,2020,Cereals,Chicken,227.65
Export,2020,Dairy,Soybeans,868.22
Export,2020,Meat,Oats,881.79
Export,2020,Cereals,Corn,629.33
