State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Nevada,Reno,2016,Water,Groundwater,1.39
Nevada,Reno,2016,Air,Chemical,3.08
Nevada,Reno,2016,Soil,Surface water,9.64
Nevada,Reno,2016,Water,Oxygen-depletion,10.66
Nevada,Reno,2016,Air,Light,12.21
Nevada,Reno,2016,Soil,Noise,14.33
Nevada,Reno,2016,Water,Inferior Irrigation,16.17
Nevada,Reno,2016,Air,Inorganic Fertilizers,25.61
Nevada,Reno,2016,Soil,Solid Waste,27.4
Nevada,Reno,2016,Water,Groundwater,28.24
Nevada,Reno,2016,Air,Chemical,-99.69
Nevada,Reno,2016,Soil,Surface water,28.59
Michigan,Las Vegas,2022,Water,Groundwater,31.91
Michigan,Las Vegas,2022,Air,Chemical,29.58
Michigan,Las Vegas,2022,Soil,Surface water,34.11
Michigan,Las Vegas,2022,Water,Oxygen-depletion,-94.79
Michigan,Las Vegas,2022,Air,Light,36.59
Michigan,Las Vegas,2022,Soil,Noise,37.69
Michigan,Las Vegas,2022,Water,Inferior Irrigation,-94.82
Michigan,Las Vegas,2022,Air,Inorganic Fertilizers,37.32
Michigan,Las Vegas,2022,Soil,Solid Waste,-83.74
Michigan,Las Vegas,2022,Water,Groundwater,47.08
Michigan,Las Vegas,2022,Air,Chemical,-80.44
Michigan,Las Vegas,2022,Soil,Surface water,-79.88
Nevada,Boulder City,2015,Water,Groundwater,47.1
Nevada,Boulder City,2015,Air,Chemical,-77.13
Nevada,Boulder City,2015,Soil,Surface water,51.69
Nevada,Boulder City,2015,Water,Oxygen-depletion,-74.12
Nevada,Boulder City,2015,Air,Light,55.15
Nevada,Boulder City,2015,Soil,Noise,-68.23
Nevada,Boulder City,2015,Water,Inferior Irrigation,-67.63
Nevada,Boulder City,2015,Air,Inorganic Fertilizers,62.69
Nevada,Boulder City,2015,Soil,Solid Waste,-64.7
Nevada,Boulder City,2015,Water,Groundwater,65.68
Nevada,Boulder City,2015,Air,Chemical,67.81
Nevada,Boulder City,2015,Soil,Surface water,-61.65
Michigan,Port Huron,2020,Water,Groundwater,69.06
Michigan,Port Huron,2020,Air,Chemical,-56.07
Michigan,Port Huron,2020,Soil,Surface water,-55.49
Michigan,Port Huron,2020,Water,Oxygen-depletion,75.13
Michigan,Port Huron,2020,Air,Light,76.24
Michigan,Port Huron,2020,Soil,Noise,77.33
Michigan,Port Huron,2020,Water,Inferior Irrigation,79.29
Michigan,Port Huron,2020,Air,Inorganic Fertilizers,79.44
Michigan,Port Huron,2020,Soil,Solid Waste,-45.08
Michigan,Port Huron,2020,Water,Groundwater,83.39
Michigan,Port Huron,2020,Air,Chemical,-42.27
Michigan,Port Huron,2020,Soil,Surface water,-41.92
Nevada,Detroit,2016,Water,Groundwater,89.51
Nevada,Detroit,2016,Air,Chemical,92.47
Nevada,Detroit,2016,Soil,Surface water,-31.66
Nevada,Detroit,2016,Water,Oxygen-depletion,-28.53
Nevada,Detroit,2016,Air,Light,-26.76
Nevada,Detroit,2016,Soil,Noise,-25.27
Nevada,Detroit,2016,Water,Inferior Irrigation,-24.37
Nevada,Detroit,2016,Air,Inorganic Fertilizers,-20.08
Nevada,Detroit,2016,Soil,Solid Waste,-17.5
Nevada,Detroit,2016,Water,Groundwater,-10.33
Nevada,Detroit,2016,Air,Chemical,-3.06
Nevada,Detroit,2016,Soil,Surface water,-2.89
