State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
California,Berkeley,2022,Water,Groundwater,2.26
California,Berkeley,2022,Air,Oxygen-depletion,10.62
California,Berkeley,2022,Water,Thermal,12.94
California,Berkeley,2022,Air,Light,17.61
Massachusetts,Los-Angeles,2016,Water,Groundwater,32.1
Massachusetts,Los-Angeles,2016,Air,Oxygen-depletion,-93.37
Massachusetts,Los-Angeles,2016,Water,Thermal,-89.97
Massachusetts,Los-Angeles,2016,Air,Light,41.66
California,Malibu,2022,Water,Groundwater,-78.32
California,Malibu,2022,Air,Oxygen-depletion,-75.32
California,Malibu,2022,Water,Thermal,59.15
California,Malibu,2022,Air,Light,-66.86
Massachusetts,Cambridge,2016,Water,Groundwater,-62.16
Massachusetts,Cambridge,2016,Air,Oxygen-depletion,68.24
Massachusetts,Cambridge,2016,Water,Thermal,-58.12
Massachusetts,Cambridge,2016,Air,Light,-50.05
California,Lenox,2022,Water,Groundwater,-44.04
California,Lenox,2022,Air,Oxygen-depletion,-35.1
California,Lenox,2022,Water,Thermal,-30.05
California,Lenox,2022,Air,Light,99.95
Massachusetts,Boston,2016,Water,Groundwater,-30.66
Massachusetts,Boston,2016,Air,Oxygen-depletion,-5.99
Massachusetts,Boston,2016,Water,Thermal,-17.71
Massachusetts,Boston,2016,Air,Light,-5.69
