Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q1,March,Maryland,Baltimore,3.86
Culture,Museum,Q3,January,Illinois,Columbia,5.72
Culture,Museum,Q1,July,Maryland,Springfield,9.51
Culture,Museum,Q3,August,Illinois,Champaign,12.26
Culture,Museum,Q1,September,Maryland,Baltimore,15.64
Culture,Museum,Q3,March,Illinois,Columbia,18.0
Service,Concert,Q1,March,Maryland,Baltimore,22.66
Service,Concert,Q3,January,Illinois,Columbia,23.85
Service,Concert,Q1,July,Maryland,Springfield,26.06
Service,Concert,Q3,August,Illinois,Champaign,28.32
Service,Concert,Q1,September,Maryland,Baltimore,28.02
Service,Concert,Q3,March,Illinois,Columbia,32.08
Residential,Library,Q1,March,Maryland,Baltimore,34.32
Residential,Library,Q3,January,Illinois,Columbia,38.15
Residential,Library,Q1,July,Maryland,Springfield,41.03
Residential,Library,Q3,August,Illinois,Champaign,42.85
Residential,Library,Q1,September,Maryland,Baltimore,44.26
Residential,Library,Q3,March,Illinois,Columbia,45.05
Culture,Administration,Q1,March,Maryland,Baltimore,46.18
Culture,Administration,Q3,January,Illinois,Columbia,49.7
Culture,Administration,Q1,July,Maryland,Springfield,50.27
Culture,Administration,Q3,August,Illinois,Champaign,53.0
Culture,Administration,Q1,September,Maryland,Baltimore,54.63
Culture,Administration,Q3,March,Illinois,Columbia,57.21
Service,School,Q1,March,Maryland,Baltimore,58.54
Service,School,Q3,January,Illinois,Columbia,59.79
Service,School,Q1,July,Maryland,Springfield,63.69
Service,School,Q3,August,Illinois,Champaign,66.51
Service,School,Q1,September,Maryland,Baltimore,71.87
Service,School,Q3,March,Illinois,Columbia,72.58
Residential,Hotel,Q1,March,Maryland,Baltimore,73.93
Residential,Hotel,Q3,January,Illinois,Columbia,76.09
Residential,Hotel,Q1,July,Maryland,Springfield,76.46
Residential,Hotel,Q3,August,Illinois,Champaign,78.55
Residential,Hotel,Q1,September,Maryland,Baltimore,79.7
Residential,Hotel,Q3,March,Illinois,Columbia,84.01
Culture,House,Q1,March,Maryland,Baltimore,87.81
Culture,House,Q3,January,Illinois,Columbia,91.14
Culture,House,Q1,July,Maryland,Springfield,91.27
Culture,House,Q3,August,Illinois,Champaign,91.34
Culture,House,Q1,September,Maryland,Baltimore,92.71
Culture,House,Q3,March,Illinois,Columbia,95.83
