Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,November,Michigan,Flint,33.64
Production,Factory,Q1,December,Minnesota,Minneapolis,36.18
Production,Factory,Q4,March,Michigan,Flint,4.42
Production,Factory,Q1,January,Minnesota,Minneapolis,30.15
Residential,Workshop,Q4,November,Michigan,Flint,39.4
Residential,Workshop,Q1,December,Minnesota,Minneapolis,43.19
Residential,Workshop,Q4,March,Michigan,Flint,77.27
Residential,Workshop,Q1,January,Minnesota,Minneapolis,50.67
Production,Apartment,Q4,November,Michigan,Flint,51.37
Production,Apartment,Q1,December,Minnesota,Minneapolis,21.18
Production,Apartment,Q4,March,Michigan,Flint,54.97
Production,Apartment,Q1,January,Minnesota,Minneapolis,23.77
Residential,House,Q4,November,Michigan,Flint,21.76
Residential,House,Q1,December,Minnesota,Minneapolis,28.82
Residential,House,Q4,March,Michigan,Flint,95.84
Residential,House,Q1,January,Minnesota,Minneapolis,31.44
