Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2020,Q3,Dairy,Cheese,647.57
Import,2020,Q3,Beverage,Butter,647.42
Import,2020,Q3,Dairy,Soda,396.88
Import,2020,Q3,Beverage,Tea,791.65
Import,2020,Q3,Dairy,Coffee,286.9
Import,2020,Q3,Beverage,Cheese,562.78
Import,2018,Q3,Dairy,Cheese,821.61
Import,2018,Q3,Beverage,Butter,310.04
Import,2018,Q3,Dairy,Soda,440.17
Import,2018,Q3,Beverage,Tea,191.0
Import,2018,Q3,Dairy,Coffee,330.91
Import,2018,Q3,Beverage,Cheese,972.82
Import,2020,Q3,Dairy,Cheese,717.79
Import,2020,Q3,Beverage,Butter,718.45
Import,2020,Q3,Dairy,Soda,590.32
Import,2020,Q3,Beverage,Tea,589.59
Import,2020,Q3,Dairy,Coffee,214.37
Import,2020,Q3,Beverage,Cheese,608.0
Import,2018,Q3,Dairy,Cheese,867.88
Import,2018,Q3,Beverage,Butter,358.98
Import,2018,Q3,Dairy,Soda,743.41
Import,2018,Q3,Beverage,Tea,499.91
Import,2018,Q3,Dairy,Coffee,377.53
Import,2018,Q3,Beverage,Cheese,255.58
