Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q4,October,0.64
Service,Administration,Q2,November,3.76
Service,Administration,Q3,May,7.77
Service,Administration,Q4,June,17.9
Service,Administration,Q2,July,19.19
Service,Administration,Q3,August,21.07
Culture,Hospital,Q4,October,21.5
Culture,Hospital,Q2,November,24.71
Culture,Hospital,Q3,May,25.23
Culture,Hospital,Q4,June,27.3
Culture,Hospital,Q2,July,31.28
Culture,Hospital,Q3,August,34.65
Production,School,Q4,October,35.23
Production,School,Q2,November,42.18
Production,School,Q3,May,42.39
Production,School,Q4,June,44.91
Production,School,Q2,July,45.53
Production,School,Q3,August,46.2
Service,Concert,Q4,October,47.69
Service,Concert,Q2,November,46.16
Service,Concert,Q3,May,55.64
Service,Concert,Q4,June,55.2
Service,Concert,Q2,July,59.88
Service,Concert,Q3,August,59.33
Culture,Theatre,Q4,October,61.35
Culture,Theatre,Q2,November,63.62
Culture,Theatre,Q3,May,66.8
Culture,Theatre,Q4,June,67.47
Culture,Theatre,Q2,July,68.32
Culture,Theatre,Q3,August,74.9
Production,Factory,Q4,October,75.64
Production,Factory,Q2,November,75.83
Production,Factory,Q3,May,76.05
Production,Factory,Q4,June,78.56
Production,Factory,Q2,July,79.15
Production,Factory,Q3,August,80.85
Service,Workshop,Q4,October,81.25
Service,Workshop,Q2,November,78.16
Service,Workshop,Q3,May,87.58
Service,Workshop,Q4,June,87.21
Service,Workshop,Q2,July,94.69
Service,Workshop,Q3,August,99.42
