Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2022,Q1,Beverage,Juice,392.68
Import,2022,Q1,Dairy,Coffee,650.89
Import,2022,Q1,Beverage,Soda,40.12
Import,2022,Q1,Dairy,Cream,298.76
Import,2022,Q1,Beverage,Yoghurt,49.83
Import,2022,Q1,Dairy,Butter,51.27
Import,2021,Q1,Beverage,Juice,308.04
Import,2021,Q1,Dairy,Coffee,949.65
Import,2021,Q1,Beverage,Soda,57.49
Import,2021,Q1,Dairy,Cream,442.27
Import,2021,Q1,Beverage,Yoghurt,320.96
Import,2021,Q1,Dairy,Butter,454.63
Import,2020,Q1,Beverage,Juice,199.99
Import,2020,Q1,Dairy,Coffee,454.22
Import,2020,Q1,Beverage,Soda,591.81
Import,2020,Q1,Dairy,Cream,848.43
Import,2020,Q1,Beverage,Yoghurt,978.85
Import,2020,Q1,Dairy,Butter,851.01
Import,2022,Q1,Beverage,Juice,725.19
Import,2022,Q1,Dairy,Coffee,604.77
Import,2022,Q1,Beverage,Soda,608.83
Import,2022,Q1,Dairy,Cream,738.43
Import,2022,Q1,Beverage,Yoghurt,99.36
Import,2022,Q1,Dairy,Butter,614.75
Import,2021,Q1,Beverage,Juice,489.14
Import,2021,Q1,Dairy,Coffee,361.59
Import,2021,Q1,Beverage,Soda,490.16
Import,2021,Q1,Dairy,Cream,497.22
Import,2021,Q1,Beverage,Yoghurt,892.49
Import,2021,Q1,Dairy,Butter,511.0
