Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q1,Dairy,Butter,897.62
Export,2016,Q1,Beverage,Yoghurt,776.08
Export,2016,Q1,Cereals,Tea,524.46
Export,2016,Q1,Dairy,Soda,656.36
Export,2016,Q1,Beverage,Wheat,272.17
Export,2016,Q1,Cereals,Soybeans,785.37
Export,2016,Q1,Dairy,Corn,784.19
Export,2016,Q1,Beverage,Butter,408.52
Export,2016,Q1,Cereals,Yoghurt,281.45
Export,2021,Q1,Dairy,Butter,794.43
Export,2021,Q1,Beverage,Yoghurt,410.92
Export,2021,Q1,Cereals,Tea,795.48
Export,2021,Q1,Dairy,Soda,670.62
Export,2021,Q1,Beverage,Wheat,287.92
Export,2021,Q1,Cereals,Soybeans,417.14
Export,2021,Q1,Dairy,Corn,931.73
Export,2021,Q1,Beverage,Butter,291.48
Export,2021,Q1,Cereals,Yoghurt,680.7
Export,2016,Q1,Dairy,Butter,298.39
Export,2016,Q1,Beverage,Yoghurt,555.04
Export,2016,Q1,Cereals,Tea,948.21
Export,2016,Q1,Dairy,Soda,954.49
Export,2016,Q1,Beverage,Wheat,961.28
Export,2016,Q1,Cereals,Soybeans,450.21
Export,2016,Q1,Dairy,Corn,584.44
Export,2016,Q1,Beverage,Butter,200.69
Export,2016,Q1,Cereals,Yoghurt,974.36
Export,2021,Q1,Dairy,Butter,858.37
Export,2021,Q1,Beverage,Yoghurt,611.07
Export,2021,Q1,Cereals,Tea,612.19
Export,2021,Q1,Dairy,Soda,234.72
Export,2021,Q1,Beverage,Wheat,237.82
Export,2021,Q1,Cereals,Soybeans,888.13
Export,2021,Q1,Dairy,Corn,118.41
Export,2021,Q1,Beverage,Butter,504.18
Export,2021,Q1,Cereals,Yoghurt,510.86
