Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,June,9.75
Culture,Theatre,Q4,April,14.76
Culture,Theatre,Q2,December,16.99
Culture,Theatre,Q4,October,17.37
Residential,Concert,Q2,June,16.13
Residential,Concert,Q4,April,19.65
Residential,Concert,Q2,December,16.66
Residential,Concert,Q4,October,22.78
Culture,Museum,Q2,June,22.06
Culture,Museum,Q4,April,26.67
Culture,Museum,Q2,December,28.42
Culture,Museum,Q4,October,31.24
Residential,Hotel,Q2,June,36.88
Residential,Hotel,Q4,April,51.51
Residential,Hotel,Q2,December,55.89
Residential,Hotel,Q4,October,57.14
Culture,House,Q2,June,63.84
Culture,House,Q4,April,65.46
Culture,House,Q2,December,70.66
Culture,House,Q4,October,73.16
Residential,Apartment,Q2,June,78.24
Residential,Apartment,Q4,April,81.43
Residential,Apartment,Q2,December,90.07
Residential,Apartment,Q4,October,97.92
