Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q1,February,4.49
Production,Factory,Q2,March,7.3
Production,Factory,Q4,January,9.47
Production,Factory,Q1,April,10.55
Production,Factory,Q2,June,13.89
Production,Factory,Q4,November,14.7
Production,Factory,Q1,October,13.7
Production,Factory,Q2,December,17.8
Production,Factory,Q4,February,20.0
Service,Workshop,Q1,February,23.79
Service,Workshop,Q2,March,24.14
Service,Workshop,Q4,January,24.84
Service,Workshop,Q1,April,26.63
Service,Workshop,Q2,June,26.45
Service,Workshop,Q4,November,29.52
Service,Workshop,Q1,October,29.37
Service,Workshop,Q2,December,38.74
Service,Workshop,Q4,February,41.81
Production,School,Q1,February,42.12
Production,School,Q2,March,43.98
Production,School,Q4,January,41.62
Production,School,Q1,April,45.01
Production,School,Q2,June,45.71
Production,School,Q4,November,41.66
Production,School,Q1,October,48.63
Production,School,Q2,December,51.31
Production,School,Q4,February,53.61
Service,Hospital,Q1,February,54.7
Service,Hospital,Q2,March,58.01
Service,Hospital,Q4,January,63.45
Service,Hospital,Q1,April,64.36
Service,Hospital,Q2,June,64.48
Service,Hospital,Q4,November,71.6
Service,Hospital,Q1,October,72.7
Service,Hospital,Q2,December,73.34
Service,Hospital,Q4,February,74.14
Production,Library,Q1,February,76.71
Production,Library,Q2,March,81.15
Production,Library,Q4,January,82.4
Production,Library,Q1,April,83.86
Production,Library,Q2,June,88.33
Production,Library,Q4,November,89.94
Production,Library,Q1,October,91.41
Production,Library,Q2,December,92.41
Production,Library,Q4,February,94.56
