Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q2,Beverage,Soda,260.8
Import,2021,Q2,Dairy,Coffee,775.7
Import,2021,Q2,Meat,Juice,776.47
Import,2021,Q2,Beverage,Cheese,905.04
Import,2021,Q2,Dairy,Milk,269.65
Import,2021,Q2,Meat,Cream,15.62
Import,2021,Q2,Beverage,Duck,912.43
Import,2021,Q2,Dairy,Lamb,15.73
Import,2021,Q2,Meat,Soda,787.47
Import,2015,Q2,Beverage,Soda,164.63
Import,2015,Q2,Dairy,Coffee,559.65
Import,2015,Q2,Meat,Juice,943.12
Import,2015,Q2,Beverage,Cheese,688.0
Import,2015,Q2,Dairy,Milk,819.4
Import,2015,Q2,Meat,Cream,181.57
Import,2015,Q2,Beverage,Duck,823.8
Import,2015,Q2,Dairy,Lamb,699.42
Import,2015,Q2,Meat,Soda,956.94
Import,2021,Q2,Beverage,Soda,316.4
Import,2021,Q2,Dairy,Coffee,195.52
Import,2021,Q2,Meat,Juice,837.48
Import,2021,Q2,Beverage,Cheese,201.84
Import,2021,Q2,Dairy,Milk,204.31
Import,2021,Q2,Meat,Cream,208.86
Import,2021,Q2,Beverage,Duck,469.61
Import,2021,Q2,Dairy,Lamb,343.04
Import,2021,Q2,Meat,Soda,603.99
Import,2015,Q2,Beverage,Soda,604.37
Import,2015,Q2,Dairy,Coffee,863.69
Import,2015,Q2,Meat,Juice,998.57
Import,2015,Q2,Beverage,Cheese,999.32
Import,2015,Q2,Dairy,Milk,620.14
Import,2015,Q2,Meat,Cream,500.73
Import,2015,Q2,Beverage,Duck,501.5
Import,2015,Q2,Dairy,Lamb,888.53
Import,2015,Q2,Meat,Soda,635.1
