State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,San Francisco,Water,Oxygen-depletion,11.56
California,San Francisco,Soil,Groundwater,12.68
California,San Francisco,Water,Surface water,24.99
California,San Francisco,Soil,Chemical,-99.15
California,San Francisco,Water,Urban Activities,-97.23
California,San Francisco,Soil,Solid Waste,-95.5
California,San Francisco,Water,Industrial,37.84
California,San Francisco,Soil,Inorganic Fertilizers,-91.47
Illinois,Malibu,Water,Oxygen-depletion,-90.69
Illinois,Malibu,Soil,Groundwater,47.76
Illinois,Malibu,Water,Surface water,-80.39
Illinois,Malibu,Soil,Chemical,-73.39
Illinois,Malibu,Water,Urban Activities,-73.63
Illinois,Malibu,Soil,Solid Waste,57.07
Illinois,Malibu,Water,Industrial,-66.25
Illinois,Malibu,Soil,Inorganic Fertilizers,-65.65
California,Springfield,Water,Oxygen-depletion,-64.13
California,Springfield,Soil,Groundwater,65.47
California,Springfield,Water,Surface water,66.84
California,Springfield,Soil,Chemical,67.33
California,Springfield,Water,Urban Activities,-64.8
California,Springfield,Soil,Solid Waste,73.86
California,Springfield,Water,Industrial,74.46
California,Springfield,Soil,Inorganic Fertilizers,-48.86
Illinois,Chicago,Water,Oxygen-depletion,-47.74
Illinois,Chicago,Soil,Groundwater,83.09
Illinois,Chicago,Water,Surface water,86.56
Illinois,Chicago,Soil,Chemical,-40.55
Illinois,Chicago,Water,Urban Activities,-36.25
Illinois,Chicago,Soil,Solid Waste,-33.86
Illinois,Chicago,Water,Industrial,-27.97
Illinois,Chicago,Soil,Inorganic Fertilizers,-26.18
California,Champaign,Water,Oxygen-depletion,-24.55
California,Champaign,Soil,Groundwater,-24.29
California,Champaign,Water,Surface water,-24.82
California,Champaign,Soil,Chemical,-4.08
California,Champaign,Water,Urban Activities,-18.37
California,Champaign,Soil,Solid Waste,-12.44
California,Champaign,Water,Industrial,-8.63
California,Champaign,Soil,Inorganic Fertilizers,-4.27
