Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Beverage,Tea,516.36
Export,2020,Cereals,Juice,679.33
Export,2020,Beverage,Rice,935.79
Export,2020,Cereals,Soybeans,711.09
Export,2021,Beverage,Tea,875.92
Export,2021,Cereals,Juice,236.64
Export,2021,Beverage,Rice,557.75
Export,2021,Cereals,Soybeans,208.19
Export,2018,Beverage,Tea,561.91
Export,2018,Cereals,Juice,306.47
Export,2018,Beverage,Rice,563.23
Export,2018,Cereals,Soybeans,983.11
Export,2020,Beverage,Tea,248.17
Export,2020,Cereals,Juice,378.91
Export,2020,Beverage,Rice,669.03
Export,2020,Cereals,Soybeans,287.96
