Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,October,4.5
Production,Workshop,Q1,November,6.36
Production,Workshop,Q4,December,9.41
Production,Workshop,Q1,February,9.35
Production,Workshop,Q4,March,10.74
Production,Workshop,Q1,January,12.5
Service,Factory,Q4,October,11.96
Service,Factory,Q1,November,15.91
Service,Factory,Q4,December,17.54
Service,Factory,Q1,February,24.81
Service,Factory,Q4,March,25.0
Service,Factory,Q1,January,28.56
Production,Administration,Q4,October,38.91
Production,Administration,Q1,November,44.56
Production,Administration,Q4,December,58.34
Production,Administration,Q1,February,63.79
Production,Administration,Q4,March,64.87
Production,Administration,Q1,January,65.64
Service,Hospital,Q4,October,72.95
Service,Hospital,Q1,November,73.41
Service,Hospital,Q4,December,76.41
Service,Hospital,Q1,February,82.07
Service,Hospital,Q4,March,84.04
Service,Hospital,Q1,January,85.15
Production,School,Q4,October,85.94
Production,School,Q1,November,91.43
Production,School,Q4,December,94.14
Production,School,Q1,February,96.49
Production,School,Q4,March,97.02
Production,School,Q1,January,97.35
