Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q2,April,1.88
Residential,Hotel,Q1,May,5.43
Residential,Hotel,Q2,June,7.56
Residential,Hotel,Q1,January,8.79
Residential,Hotel,Q2,February,21.27
Residential,Hotel,Q1,March,24.88
Culture,House,Q2,April,31.4
Culture,House,Q1,May,31.82
Culture,House,Q2,June,40.35
Culture,House,Q1,January,40.72
Culture,House,Q2,February,42.15
Culture,House,Q1,March,42.95
Residential,Theatre,Q2,April,43.14
Residential,Theatre,Q1,May,45.07
Residential,Theatre,Q2,June,48.96
Residential,Theatre,Q1,January,49.11
Residential,Theatre,Q2,February,54.88
Residential,Theatre,Q1,March,56.15
Culture,Museum,Q2,April,64.2
Culture,Museum,Q1,May,67.06
Culture,Museum,Q2,June,67.17
Culture,Museum,Q1,January,71.89
Culture,Museum,Q2,February,78.64
Culture,Museum,Q1,March,78.81
Residential,Concert,Q2,April,81.23
Residential,Concert,Q1,May,84.11
Residential,Concert,Q2,June,91.47
Residential,Concert,Q1,January,93.27
Residential,Concert,Q2,February,94.3
Residential,Concert,Q1,March,96.83
