Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,October,0.31
Production,Workshop,Q1,December,6.3
Production,Workshop,Q3,March,7.83
Production,Workshop,Q4,February,8.03
Production,Workshop,Q1,January,9.49
Production,Workshop,Q3,July,9.74
Production,Workshop,Q4,September,11.54
Production,Workshop,Q1,October,11.61
Production,Workshop,Q3,December,13.37
Service,Factory,Q4,October,17.47
Service,Factory,Q1,December,17.17
Service,Factory,Q3,March,23.01
Service,Factory,Q4,February,24.5
Service,Factory,Q1,January,23.79
Service,Factory,Q3,July,26.45
Service,Factory,Q4,September,28.55
Service,Factory,Q1,October,29.57
Service,Factory,Q3,December,29.77
Production,Library,Q4,October,31.44
Production,Library,Q1,December,32.55
Production,Library,Q3,March,37.09
Production,Library,Q4,February,38.02
Production,Library,Q1,January,39.64
Production,Library,Q3,July,39.2
Production,Library,Q4,September,40.39
Production,Library,Q1,October,42.75
Production,Library,Q3,December,37.44
Service,Hospital,Q4,October,37.41
Service,Hospital,Q1,December,46.36
Service,Hospital,Q3,March,46.32
Service,Hospital,Q4,February,51.35
Service,Hospital,Q1,January,53.34
Service,Hospital,Q3,July,58.77
Service,Hospital,Q4,September,61.79
Service,Hospital,Q1,October,67.99
Service,Hospital,Q3,December,67.94
Production,Administration,Q4,October,69.78
Production,Administration,Q1,December,70.59
Production,Administration,Q3,March,72.74
Production,Administration,Q4,February,73.13
Production,Administration,Q1,January,74.94
Production,Administration,Q3,July,80.67
Production,Administration,Q4,September,81.09
Production,Administration,Q1,October,84.72
Production,Administration,Q3,December,91.44
