Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q3,July,2.16
Culture,Museum,Q2,August,4.15
Culture,Museum,Q3,September,12.53
Culture,Museum,Q2,May,17.83
Culture,Museum,Q3,April,19.91
Culture,Museum,Q2,July,26.37
Production,Theatre,Q3,July,31.93
Production,Theatre,Q2,August,40.56
Production,Theatre,Q3,September,44.07
Production,Theatre,Q2,May,47.3
Production,Theatre,Q3,April,49.61
Production,Theatre,Q2,July,51.16
Culture,Workshop,Q3,July,51.94
Culture,Workshop,Q2,August,53.97
Culture,Workshop,Q3,September,54.82
Culture,Workshop,Q2,May,53.8
Culture,Workshop,Q3,April,64.55
Culture,Workshop,Q2,July,68.03
Production,Factory,Q3,July,68.0
Production,Factory,Q2,August,73.21
Production,Factory,Q3,September,74.07
Production,Factory,Q2,May,78.17
Production,Factory,Q3,April,88.22
Production,Factory,Q2,July,94.63
