State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,Water,Oxygen-depletion,2.01
Maryland,Baltimore,Air,Surface water,4.33
Maryland,Baltimore,Water,Chemical,4.12
Maryland,Baltimore,Air,Groundwater,7.7
Maryland,Baltimore,Water,Light,10.84
Maryland,Baltimore,Air,Noise,12.96
Maryland,Baltimore,Water,Oxygen-depletion,19.3
Maryland,Baltimore,Air,Surface water,27.75
Florida,Aberdeen,Water,Oxygen-depletion,29.23
Florida,Aberdeen,Air,Surface water,-98.68
Florida,Aberdeen,Water,Chemical,-97.49
Florida,Aberdeen,Air,Groundwater,29.09
Florida,Aberdeen,Water,Light,33.43
Florida,Aberdeen,Air,Noise,-92.65
Florida,Aberdeen,Water,Oxygen-depletion,-91.22
Florida,Aberdeen,Air,Surface water,45.17
Maryland,Columbia,Water,Oxygen-depletion,46.41
Maryland,Columbia,Air,Surface water,-83.48
Maryland,Columbia,Water,Chemical,-79.59
Maryland,Columbia,Air,Groundwater,-74.75
Maryland,Columbia,Water,Light,59.29
Maryland,Columbia,Air,Noise,64.25
Maryland,Columbia,Water,Oxygen-depletion,66.7
Maryland,Columbia,Air,Surface water,69.47
Florida,Tampa,Water,Oxygen-depletion,75.73
Florida,Tampa,Air,Surface water,78.59
Florida,Tampa,Water,Chemical,81.32
Florida,Tampa,Air,Groundwater,-47.62
Florida,Tampa,Water,Light,-41.64
Florida,Tampa,Air,Noise,-38.98
Florida,Tampa,Water,Oxygen-depletion,92.11
Florida,Tampa,Air,Surface water,-33.02
Maryland,Fort Lauderdale,Water,Oxygen-depletion,-24.48
Maryland,Fort Lauderdale,Air,Surface water,-16.1
Maryland,Fort Lauderdale,Water,Chemical,-13.87
Maryland,Fort Lauderdale,Air,Groundwater,-13.12
Maryland,Fort Lauderdale,Water,Light,-6.14
Maryland,Fort Lauderdale,Air,Noise,-4.62
Maryland,Fort Lauderdale,Water,Oxygen-depletion,-3.41
Maryland,Fort Lauderdale,Air,Surface water,-2.62
