Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,December,Illinois,Springfield,0.62
Residential,Apartment,Q2,November,Maryland,Chicago,1.31
Residential,Apartment,Q3,June,Illinois,Baltimore,2.26
Residential,Apartment,Q4,April,Maryland,Columbia,1.4
Residential,Apartment,Q2,August,Illinois,Springfield,4.44
Residential,Apartment,Q3,July,Maryland,Chicago,5.56
Residential,Apartment,Q4,September,Illinois,Baltimore,4.8
Residential,Apartment,Q2,December,Maryland,Columbia,8.72
Residential,Apartment,Q3,November,Illinois,Springfield,11.71
Production,House,Q4,December,Illinois,Springfield,15.66
Production,House,Q2,November,Maryland,Chicago,17.91
Production,House,Q3,June,Illinois,Baltimore,19.68
Production,House,Q4,April,Maryland,Columbia,20.03
Production,House,Q2,August,Illinois,Springfield,24.78
Production,House,Q3,July,Maryland,Chicago,25.37
Production,House,Q4,September,Illinois,Baltimore,28.66
Production,House,Q2,December,Maryland,Columbia,29.81
Production,House,Q3,November,Illinois,Springfield,30.76
Service,Hotel,Q4,December,Illinois,Springfield,30.21
Service,Hotel,Q2,November,Maryland,Chicago,35.29
Service,Hotel,Q3,June,Illinois,Baltimore,37.7
Service,Hotel,Q4,April,Maryland,Columbia,38.15
Service,Hotel,Q2,August,Illinois,Springfield,40.57
Service,Hotel,Q3,July,Maryland,Chicago,41.34
Service,Hotel,Q4,September,Illinois,Baltimore,40.6
Service,Hotel,Q2,December,Maryland,Columbia,42.76
Service,Hotel,Q3,November,Illinois,Springfield,49.22
Residential,Workshop,Q4,December,Illinois,Springfield,51.22
Residential,Workshop,Q2,November,Maryland,Chicago,52.65
Residential,Workshop,Q3,June,Illinois,Baltimore,52.75
Residential,Workshop,Q4,April,Maryland,Columbia,54.6
Residential,Workshop,Q2,August,Illinois,Springfield,54.66
Residential,Workshop,Q3,July,Maryland,Chicago,55.23
Residential,Workshop,Q4,September,Illinois,Baltimore,59.79
Residential,Workshop,Q2,December,Maryland,Columbia,61.14
Residential,Workshop,Q3,November,Illinois,Springfield,64.3
Production,Factory,Q4,December,Illinois,Springfield,65.68
Production,Factory,Q2,November,Maryland,Chicago,64.85
Production,Factory,Q3,June,Illinois,Baltimore,67.12
Production,Factory,Q4,April,Maryland,Columbia,67.73
Production,Factory,Q2,August,Illinois,Springfield,69.33
Production,Factory,Q3,July,Maryland,Chicago,70.8
Production,Factory,Q4,September,Illinois,Baltimore,69.48
Production,Factory,Q2,December,Maryland,Columbia,71.86
Production,Factory,Q3,November,Illinois,Springfield,71.32
Service,School,Q4,December,Illinois,Springfield,74.72
Service,School,Q2,November,Maryland,Chicago,74.45
Service,School,Q3,June,Illinois,Baltimore,75.72
Service,School,Q4,April,Maryland,Columbia,66.53
Service,School,Q2,August,Illinois,Springfield,70.17
Service,School,Q3,July,Maryland,Chicago,79.15
Service,School,Q4,September,Illinois,Baltimore,80.94
Service,School,Q2,December,Maryland,Columbia,81.9
Service,School,Q3,November,Illinois,Springfield,85.71
Residential,Administration,Q4,December,Illinois,Springfield,85.54
Residential,Administration,Q2,November,Maryland,Chicago,88.3
Residential,Administration,Q3,June,Illinois,Baltimore,89.86
Residential,Administration,Q4,April,Maryland,Columbia,90.44
Residential,Administration,Q2,August,Illinois,Springfield,89.89
Residential,Administration,Q3,July,Maryland,Chicago,92.35
Residential,Administration,Q4,September,Illinois,Baltimore,94.99
Residential,Administration,Q2,December,Maryland,Columbia,95.47
Residential,Administration,Q3,November,Illinois,Springfield,98.46
