State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Nevada,Reno,2022,Water,Groundwater,2.59
Nevada,Reno,2022,Soil,Surface water,4.42
Nevada,Reno,2022,Air,Oxygen-depletion,10.75
Nevada,Reno,2022,Water,Chemical,11.32
Nevada,Reno,2022,Soil,Inorganic Fertilizers,13.1
Nevada,Reno,2022,Air,Industrial,16.61
Nevada,Reno,2022,Water,Inferior Irrigation,16.91
Nevada,Reno,2022,Soil,Urban Activities,18.01
Nevada,Reno,2022,Air,Thermal,21.58
Nevada,Reno,2022,Water,Noise,22.84
Nevada,Reno,2022,Soil,Groundwater,29.05
Nevada,Reno,2022,Air,Surface water,-98.04
Florida,Las Vegas,2016,Water,Groundwater,31.67
Florida,Las Vegas,2016,Soil,Surface water,-95.94
Florida,Las Vegas,2016,Air,Oxygen-depletion,-91.76
Florida,Las Vegas,2016,Water,Chemical,38.57
Florida,Las Vegas,2016,Soil,Inorganic Fertilizers,37.07
Florida,Las Vegas,2016,Air,Industrial,-88.37
Florida,Las Vegas,2016,Water,Inferior Irrigation,37.08
Florida,Las Vegas,2016,Soil,Urban Activities,-90.6
Florida,Las Vegas,2016,Air,Thermal,-85.75
Florida,Las Vegas,2016,Water,Noise,-85.36
Florida,Las Vegas,2016,Soil,Groundwater,43.28
Florida,Las Vegas,2016,Air,Surface water,-84.3
Michigan,Tampa,2022,Water,Groundwater,40.29
Michigan,Tampa,2022,Soil,Surface water,-80.71
Michigan,Tampa,2022,Air,Oxygen-depletion,48.3
Michigan,Tampa,2022,Water,Chemical,50.54
Michigan,Tampa,2022,Soil,Inorganic Fertilizers,-77.24
Michigan,Tampa,2022,Air,Industrial,51.84
Michigan,Tampa,2022,Water,Inferior Irrigation,51.23
Michigan,Tampa,2022,Soil,Urban Activities,-78.35
Michigan,Tampa,2022,Air,Thermal,-73.62
Michigan,Tampa,2022,Water,Noise,-91.39
Michigan,Tampa,2022,Soil,Groundwater,-71.81
Michigan,Tampa,2022,Air,Surface water,-70.46
Nevada,Fort Lauderdale,2016,Water,Groundwater,50.34
Nevada,Fort Lauderdale,2016,Soil,Surface water,-67.13
Nevada,Fort Lauderdale,2016,Air,Oxygen-depletion,-66.53
Nevada,Fort Lauderdale,2016,Water,Chemical,-64.9
Nevada,Fort Lauderdale,2016,Soil,Inorganic Fertilizers,66.47
Nevada,Fort Lauderdale,2016,Air,Industrial,-61.15
Nevada,Fort Lauderdale,2016,Water,Inferior Irrigation,-62.17
Nevada,Fort Lauderdale,2016,Soil,Urban Activities,71.53
Nevada,Fort Lauderdale,2016,Air,Thermal,-53.91
Nevada,Fort Lauderdale,2016,Water,Noise,-52.96
Nevada,Fort Lauderdale,2016,Soil,Groundwater,-50.84
Nevada,Fort Lauderdale,2016,Air,Surface water,80.2
Florida,Detroit,2022,Water,Groundwater,-47.08
Florida,Detroit,2022,Soil,Surface water,-48.44
Florida,Detroit,2022,Air,Oxygen-depletion,-41.68
Florida,Detroit,2022,Water,Chemical,-40.96
Florida,Detroit,2022,Soil,Inorganic Fertilizers,87.34
Florida,Detroit,2022,Air,Industrial,-8.64
Florida,Detroit,2022,Water,Inferior Irrigation,91.28
Florida,Detroit,2022,Soil,Urban Activities,-36.96
Florida,Detroit,2022,Air,Thermal,88.77
Florida,Detroit,2022,Water,Noise,88.12
Florida,Detroit,2022,Soil,Groundwater,95.41
Florida,Detroit,2022,Air,Surface water,-41.47
Michigan,Port Huron,2016,Water,Groundwater,88.03
Michigan,Port Huron,2016,Soil,Surface water,98.91
Michigan,Port Huron,2016,Air,Oxygen-depletion,-30.55
Michigan,Port Huron,2016,Water,Chemical,-28.9
Michigan,Port Huron,2016,Soil,Inorganic Fertilizers,-22.97
Michigan,Port Huron,2016,Air,Industrial,-20.51
Michigan,Port Huron,2016,Water,Inferior Irrigation,-19.74
Michigan,Port Huron,2016,Soil,Urban Activities,-18.52
Michigan,Port Huron,2016,Air,Thermal,-14.71
Michigan,Port Huron,2016,Water,Noise,-8.71
Michigan,Port Huron,2016,Soil,Groundwater,-3.91
Michigan,Port Huron,2016,Air,Surface water,-2.88
