Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,August,Maryland,Baltimore,34.83
Production,Workshop,Q4,July,Florida,Aberdeen,69.1
Production,Workshop,Q3,December,Maryland,Tampa,37.05
Production,Workshop,Q4,November,Florida,Baltimore,72.52
Culture,Factory,Q3,August,Maryland,Baltimore,73.5
Culture,Factory,Q4,July,Florida,Aberdeen,75.66
Culture,Factory,Q3,December,Maryland,Tampa,14.51
Culture,Factory,Q4,November,Florida,Baltimore,79.05
Production,Museum,Q3,August,Maryland,Baltimore,80.02
Production,Museum,Q4,July,Florida,Aberdeen,20.78
Production,Museum,Q3,December,Maryland,Tampa,53.27
Production,Museum,Q4,November,Florida,Baltimore,87.5
Culture,Concert,Q3,August,Maryland,Baltimore,94.42
Culture,Concert,Q4,July,Florida,Aberdeen,28.7
Culture,Concert,Q3,December,Maryland,Tampa,29.09
Culture,Concert,Q4,November,Florida,Baltimore,62.08
