Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q4,November,California,San Francisco,0.94
Culture,Museum,Q2,October,California,San Francisco,5.61
Culture,Museum,Q4,April,California,San Francisco,5.83
Culture,Museum,Q2,May,California,San Francisco,5.92
Culture,Museum,Q4,June,California,San Francisco,8.63
Culture,Museum,Q2,November,California,San Francisco,14.09
Service,Theatre,Q4,November,California,San Francisco,18.22
Service,Theatre,Q2,October,California,San Francisco,18.66
Service,Theatre,Q4,April,California,San Francisco,28.6
Service,Theatre,Q2,May,California,San Francisco,29.08
Service,Theatre,Q4,June,California,San Francisco,30.46
Service,Theatre,Q2,November,California,San Francisco,35.17
Residential,Administration,Q4,November,California,San Francisco,36.45
Residential,Administration,Q2,October,California,San Francisco,37.92
Residential,Administration,Q4,April,California,San Francisco,38.86
Residential,Administration,Q2,May,California,San Francisco,35.28
Residential,Administration,Q4,June,California,San Francisco,39.24
Residential,Administration,Q2,November,California,San Francisco,41.49
Culture,Hospital,Q4,November,California,San Francisco,42.06
Culture,Hospital,Q2,October,California,San Francisco,42.16
Culture,Hospital,Q4,April,California,San Francisco,44.62
Culture,Hospital,Q2,May,California,San Francisco,45.66
Culture,Hospital,Q4,June,California,San Francisco,45.68
Culture,Hospital,Q2,November,California,San Francisco,47.59
Service,School,Q4,November,California,San Francisco,47.27
Service,School,Q2,October,California,San Francisco,44.15
Service,School,Q4,April,California,San Francisco,51.5
Service,School,Q2,May,California,San Francisco,54.5
Service,School,Q4,June,California,San Francisco,55.27
Service,School,Q2,November,California,San Francisco,56.03
Residential,Hotel,Q4,November,California,San Francisco,57.89
Residential,Hotel,Q2,October,California,San Francisco,57.27
Residential,Hotel,Q4,April,California,San Francisco,60.53
Residential,Hotel,Q2,May,California,San Francisco,66.35
Residential,Hotel,Q4,June,California,San Francisco,67.39
Residential,Hotel,Q2,November,California,San Francisco,71.77
Culture,House,Q4,November,California,San Francisco,74.51
Culture,House,Q2,October,California,San Francisco,76.95
Culture,House,Q4,April,California,San Francisco,77.22
Culture,House,Q2,May,California,San Francisco,79.33
Culture,House,Q4,June,California,San Francisco,83.54
Culture,House,Q2,November,California,San Francisco,85.08
Service,Apartment,Q4,November,California,San Francisco,93.74
Service,Apartment,Q2,October,California,San Francisco,95.88
Service,Apartment,Q4,April,California,San Francisco,97.92
Service,Apartment,Q2,May,California,San Francisco,97.51
Service,Apartment,Q4,June,California,San Francisco,99.9
Service,Apartment,Q2,November,California,San Francisco,99.75
