Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q1,February,1.81
Service,Library,Q2,March,1.19
Service,Library,Q3,January,5.42
Service,Library,Q1,May,7.59
Service,Library,Q2,June,8.74
Service,Library,Q3,July,8.64
Service,Library,Q1,August,10.58
Service,Library,Q2,September,17.3
Service,Library,Q3,February,20.32
Residential,School,Q1,February,21.33
Residential,School,Q2,March,21.11
Residential,School,Q3,January,22.9
Residential,School,Q1,May,22.76
Residential,School,Q2,June,26.96
Residential,School,Q3,July,29.98
Residential,School,Q1,August,30.45
Residential,School,Q2,September,31.74
Residential,School,Q3,February,32.95
Culture,Hotel,Q1,February,30.63
Culture,Hotel,Q2,March,34.45
Culture,Hotel,Q3,January,38.63
Culture,Hotel,Q1,May,41.42
Culture,Hotel,Q2,June,43.22
Culture,Hotel,Q3,July,43.78
Culture,Hotel,Q1,August,43.0
Culture,Hotel,Q2,September,46.89
Culture,Hotel,Q3,February,47.18
Service,House,Q1,February,50.26
Service,House,Q2,March,51.66
Service,House,Q3,January,50.21
Service,House,Q1,May,53.72
Service,House,Q2,June,50.79
Service,House,Q3,July,55.2
Service,House,Q1,August,56.78
Service,House,Q2,September,57.57
Service,House,Q3,February,64.58
Residential,Concert,Q1,February,67.22
Residential,Concert,Q2,March,69.56
Residential,Concert,Q3,January,70.67
Residential,Concert,Q1,May,69.68
Residential,Concert,Q2,June,72.41
Residential,Concert,Q3,July,74.6
Residential,Concert,Q1,August,75.15
Residential,Concert,Q2,September,76.67
Residential,Concert,Q3,February,78.8
Culture,Museum,Q1,February,79.0
Culture,Museum,Q2,March,80.96
Culture,Museum,Q3,January,79.64
Culture,Museum,Q1,May,82.44
Culture,Museum,Q2,June,83.9
Culture,Museum,Q3,July,84.13
Culture,Museum,Q1,August,82.76
Culture,Museum,Q2,September,86.02
Culture,Museum,Q3,February,78.82
Service,Theatre,Q1,February,88.95
Service,Theatre,Q2,March,89.22
Service,Theatre,Q3,January,88.44
Service,Theatre,Q1,May,92.07
Service,Theatre,Q2,June,93.43
Service,Theatre,Q3,July,92.22
Service,Theatre,Q1,August,97.41
Service,Theatre,Q2,September,98.71
Service,Theatre,Q3,February,99.62
