Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q3,September,3.81
Residential,House,Q1,July,9.53
Residential,House,Q4,March,27.5
Residential,House,Q3,February,28.77
Residential,House,Q1,December,28.22
Residential,House,Q4,November,37.14
Service,Hotel,Q3,September,38.06
Service,Hotel,Q1,July,41.29
Service,Hotel,Q4,March,42.71
Service,Hotel,Q3,February,44.65
Service,Hotel,Q1,December,45.6
Service,Hotel,Q4,November,47.41
Residential,Administration,Q3,September,48.89
Residential,Administration,Q1,July,50.75
Residential,Administration,Q4,March,54.61
Residential,Administration,Q3,February,0.15
Residential,Administration,Q1,December,65.85
Residential,Administration,Q4,November,66.25
Service,Library,Q3,September,68.76
Service,Library,Q1,July,72.52
Service,Library,Q4,March,73.86
Service,Library,Q3,February,76.25
Service,Library,Q1,December,83.67
Service,Library,Q4,November,84.57
Residential,School,Q3,September,85.52
Residential,School,Q1,July,85.48
Residential,School,Q4,March,88.31
Residential,School,Q3,February,92.57
Residential,School,Q1,December,94.71
Residential,School,Q4,November,98.78
