Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Dairy,Cream,225.17
Import,2016,Cereals,Cheese,386.57
Import,2016,Dairy,Wheat,420.9
Import,2016,Cereals,Seeds,232.2
Import,2015,Dairy,Cream,635.15
Import,2015,Cereals,Cheese,233.52
Import,2015,Dairy,Wheat,396.89
Import,2015,Cereals,Seeds,908.92
Import,2021,Dairy,Cream,782.34
Import,2021,Cereals,Cheese,784.88
Import,2021,Dairy,Wheat,818.23
Import,2021,Cereals,Seeds,951.24
Import,2016,Dairy,Cream,697.46
Import,2016,Cereals,Cheese,763.94
Import,2016,Dairy,Wheat,477.4
Import,2016,Cereals,Seeds,894.18
