Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2022,Cereals,Soybeans,833.0
Export,2022,Meat,Oats,450.18
Export,2022,Cereals,Duck,547.59
Export,2022,Meat,Camel,548.46
Export,2020,Cereals,Soybeans,298.48
Export,2020,Meat,Oats,332.67
Export,2020,Cereals,Duck,909.87
Export,2020,Meat,Camel,592.58
Export,2015,Cereals,Soybeans,912.64
Export,2015,Meat,Oats,722.23
Export,2015,Cereals,Duck,562.38
Export,2015,Meat,Camel,181.62
Export,2022,Cereals,Soybeans,599.03
Export,2022,Meat,Oats,856.21
Export,2022,Cereals,Duck,601.04
Export,2022,Meat,Camel,572.62
