Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q3,July,Oregon,Salem,3.58
Service,School,Q2,September,Minnesota,Portland,4.48
Service,School,Q3,June,Oregon,Rochester,5.27
Service,School,Q2,April,Minnesota,Salem,7.66
Service,School,Q3,May,Oregon,Portland,8.95
Service,School,Q2,July,Minnesota,Rochester,9.37
Residential,Administration,Q3,July,Oregon,Salem,7.97
Residential,Administration,Q2,September,Minnesota,Portland,8.04
Residential,Administration,Q3,June,Oregon,Rochester,20.44
Residential,Administration,Q2,April,Minnesota,Salem,20.89
Residential,Administration,Q3,May,Oregon,Portland,23.55
Residential,Administration,Q2,July,Minnesota,Rochester,24.41
Production,Library,Q3,July,Oregon,Salem,25.97
Production,Library,Q2,September,Minnesota,Portland,26.85
Production,Library,Q3,June,Oregon,Rochester,27.12
Production,Library,Q2,April,Minnesota,Salem,28.36
Production,Library,Q3,May,Oregon,Portland,29.37
Production,Library,Q2,July,Minnesota,Rochester,29.8
Service,Apartment,Q3,July,Oregon,Salem,29.4
Service,Apartment,Q2,September,Minnesota,Portland,33.9
Service,Apartment,Q3,June,Oregon,Rochester,34.71
Service,Apartment,Q2,April,Minnesota,Salem,33.13
Service,Apartment,Q3,May,Oregon,Portland,36.39
Service,Apartment,Q2,July,Minnesota,Rochester,40.16
Residential,Hotel,Q3,July,Oregon,Salem,43.08
Residential,Hotel,Q2,September,Minnesota,Portland,46.2
Residential,Hotel,Q3,June,Oregon,Rochester,52.12
Residential,Hotel,Q2,April,Minnesota,Salem,53.63
Residential,Hotel,Q3,May,Oregon,Portland,52.34
Residential,Hotel,Q2,July,Minnesota,Rochester,62.05
Production,House,Q3,July,Oregon,Salem,65.31
Production,House,Q2,September,Minnesota,Portland,66.23
Production,House,Q3,June,Oregon,Rochester,65.02
Production,House,Q2,April,Minnesota,Salem,68.16
Production,House,Q3,May,Oregon,Portland,73.91
Production,House,Q2,July,Minnesota,Rochester,74.37
Service,Factory,Q3,July,Oregon,Salem,78.79
Service,Factory,Q2,September,Minnesota,Portland,80.06
Service,Factory,Q3,June,Oregon,Rochester,88.82
Service,Factory,Q2,April,Minnesota,Salem,89.35
Service,Factory,Q3,May,Oregon,Portland,90.97
Service,Factory,Q2,July,Minnesota,Rochester,93.03
Residential,Workshop,Q3,July,Oregon,Salem,94.29
Residential,Workshop,Q2,September,Minnesota,Portland,95.76
Residential,Workshop,Q3,June,Oregon,Rochester,96.36
Residential,Workshop,Q2,April,Minnesota,Salem,96.46
Residential,Workshop,Q3,May,Oregon,Portland,98.3
Residential,Workshop,Q2,July,Minnesota,Rochester,95.86
