Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q2,Beverage,Soda,900.98
Export,2021,Q2,Meat,Tea,772.46
Export,2021,Q2,Dairy,Juice,135.9
Export,2021,Q2,Beverage,Chicken,654.81
Export,2021,Q2,Meat,Beef,529.7
Export,2021,Q2,Dairy,Camel,146.52
Export,2021,Q2,Beverage,Butter,664.64
Export,2021,Q2,Meat,Milk,928.15
Export,2021,Q2,Dairy,Soda,800.7
Export,2020,Q2,Beverage,Soda,35.09
Export,2020,Q2,Meat,Tea,294.28
Export,2020,Q2,Dairy,Juice,935.0
Export,2020,Q2,Beverage,Chicken,297.15
Export,2020,Q2,Meat,Beef,170.33
Export,2020,Q2,Dairy,Camel,555.06
Export,2020,Q2,Beverage,Butter,812.63
Export,2020,Q2,Meat,Milk,944.24
Export,2020,Q2,Dairy,Soda,562.47
Export,2021,Q2,Beverage,Soda,53.37
Export,2021,Q2,Meat,Tea,315.86
Export,2021,Q2,Dairy,Juice,700.96
Export,2021,Q2,Beverage,Chicken,62.55
Export,2021,Q2,Meat,Beef,702.73
Export,2021,Q2,Dairy,Camel,69.25
Export,2021,Q2,Beverage,Butter,712.73
Export,2021,Q2,Meat,Milk,841.45
Export,2021,Q2,Dairy,Soda,331.2
Export,2020,Q2,Beverage,Soda,76.51
Export,2020,Q2,Meat,Tea,593.64
Export,2020,Q2,Dairy,Juice,85.71
Export,2020,Q2,Beverage,Chicken,740.87
Export,2020,Q2,Meat,Beef,748.92
Export,2020,Q2,Dairy,Camel,243.84
Export,2020,Q2,Beverage,Butter,630.35
Export,2020,Q2,Meat,Milk,125.98
Export,2020,Q2,Dairy,Soda,511.35
