Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,June,2.36
Culture,Theatre,Q4,May,7.75
Culture,Theatre,Q2,April,10.13
Culture,Theatre,Q4,November,21.37
Culture,Theatre,Q2,October,24.85
Culture,Theatre,Q4,June,25.87
Residential,Concert,Q2,June,27.69
Residential,Concert,Q4,May,28.08
Residential,Concert,Q2,April,36.14
Residential,Concert,Q4,November,43.38
Residential,Concert,Q2,October,45.74
Residential,Concert,Q4,June,48.12
Culture,Museum,Q2,June,51.1
Culture,Museum,Q4,May,53.28
Culture,Museum,Q2,April,54.52
Culture,Museum,Q4,November,56.85
Culture,Museum,Q2,October,58.01
Culture,Museum,Q4,June,60.29
Residential,House,Q2,June,60.02
Residential,House,Q4,May,62.76
Residential,House,Q2,April,60.36
Residential,House,Q4,November,66.73
Residential,House,Q2,October,67.49
Residential,House,Q4,June,70.86
Culture,Hotel,Q2,June,73.47
Culture,Hotel,Q4,May,74.91
Culture,Hotel,Q2,April,76.63
Culture,Hotel,Q4,November,78.92
Culture,Hotel,Q2,October,79.11
Culture,Hotel,Q4,June,79.84
Residential,Apartment,Q2,June,92.14
Residential,Apartment,Q4,May,92.05
Residential,Apartment,Q2,April,94.6
Residential,Apartment,Q4,November,95.68
Residential,Apartment,Q2,October,95.99
Residential,Apartment,Q4,June,97.47
