Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2022,Beverage,Tea,645.08
Export,2022,Dairy,Juice,270.5
Export,2022,Meat,Soda,663.53
Export,2022,Beverage,Cream,546.93
Export,2022,Dairy,Yoghurt,806.15
Export,2022,Meat,Pork,809.71
Export,2022,Beverage,Camel,682.57
Export,2022,Dairy,Tea,938.57
Export,2022,Meat,Juice,430.1
Export,2015,Beverage,Tea,304.46
Export,2015,Dairy,Juice,51.02
Export,2015,Meat,Soda,313.82
Export,2015,Beverage,Cream,961.63
Export,2015,Dairy,Yoghurt,198.88
Export,2015,Meat,Pork,199.4
Export,2015,Beverage,Camel,594.78
Export,2015,Dairy,Tea,853.39
Export,2015,Meat,Juice,855.55
Export,2022,Beverage,Tea,985.42
Export,2022,Dairy,Juice,858.16
Export,2022,Meat,Soda,219.42
Export,2022,Beverage,Cream,988.47
Export,2022,Dairy,Yoghurt,990.53
Export,2022,Meat,Pork,738.05
Export,2022,Beverage,Camel,504.3
Export,2022,Dairy,Tea,760.12
Export,2022,Meat,Juice,761.31
