Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2018,Temperature,21-30,1.08
2018,Wind,31-40,2.34
2018,Humidity,Breeze,3.14
2018,Temperature,Storm,4.17
2018,Wind,Calm,2.91
2018,Humidity,Low,6.47
2018,Temperature,High,4.22
2018,Wind,21-30,9.08
2018,Humidity,31-40,11.08
2015,Temperature,21-30,14.05
2015,Wind,31-40,14.54
2015,Humidity,Breeze,17.46
2015,Temperature,Storm,18.11
2015,Wind,Calm,18.61
2015,Humidity,Low,19.72
2015,Temperature,High,21.22
2015,Wind,21-30,24.24
2015,Humidity,31-40,26.82
