Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Administration,Q4,December,Minnesota,Hastings,0.43
Service,Administration,Q2,November,Nevada,Minneapolis,2.24
Service,Administration,Q4,October,Minnesota,Las Vegas,9.48
Service,Administration,Q2,May,Nevada,Hastings,11.06
Service,Administration,Q4,April,Minnesota,Minneapolis,17.09
Service,Administration,Q2,December,Nevada,Las Vegas,18.15
Culture,Hospital,Q4,December,Minnesota,Hastings,19.48
Culture,Hospital,Q2,November,Nevada,Minneapolis,21.13
Culture,Hospital,Q4,October,Minnesota,Las Vegas,26.66
Culture,Hospital,Q2,May,Nevada,Hastings,28.21
Culture,Hospital,Q4,April,Minnesota,Minneapolis,35.01
Culture,Hospital,Q2,December,Nevada,Las Vegas,40.44
Production,School,Q4,December,Minnesota,Hastings,41.96
Production,School,Q2,November,Nevada,Minneapolis,43.71
Production,School,Q4,October,Minnesota,Las Vegas,44.69
Production,School,Q2,May,Nevada,Hastings,46.9
Production,School,Q4,April,Minnesota,Minneapolis,51.17
Production,School,Q2,December,Nevada,Las Vegas,54.25
Service,Theatre,Q4,December,Minnesota,Hastings,56.77
Service,Theatre,Q2,November,Nevada,Minneapolis,57.47
Service,Theatre,Q4,October,Minnesota,Las Vegas,57.53
Service,Theatre,Q2,May,Nevada,Hastings,59.53
Service,Theatre,Q4,April,Minnesota,Minneapolis,60.65
Service,Theatre,Q2,December,Nevada,Las Vegas,61.44
Culture,Museum,Q4,December,Minnesota,Hastings,62.68
Culture,Museum,Q2,November,Nevada,Minneapolis,62.94
Culture,Museum,Q4,October,Minnesota,Las Vegas,62.88
Culture,Museum,Q2,May,Nevada,Hastings,64.22
Culture,Museum,Q4,April,Minnesota,Minneapolis,66.64
Culture,Museum,Q2,December,Nevada,Las Vegas,69.95
Production,Factory,Q4,December,Minnesota,Hastings,70.6
Production,Factory,Q2,November,Nevada,Minneapolis,71.25
Production,Factory,Q4,October,Minnesota,Las Vegas,69.74
Production,Factory,Q2,May,Nevada,Hastings,72.07
Production,Factory,Q4,April,Minnesota,Minneapolis,74.67
Production,Factory,Q2,December,Nevada,Las Vegas,82.97
Service,Workshop,Q4,December,Minnesota,Hastings,86.4
Service,Workshop,Q2,November,Nevada,Minneapolis,86.46
Service,Workshop,Q4,October,Minnesota,Las Vegas,91.85
Service,Workshop,Q2,May,Nevada,Hastings,91.05
Service,Workshop,Q4,April,Minnesota,Minneapolis,93.03
Service,Workshop,Q2,December,Nevada,Las Vegas,97.22
