Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q2,April,Nevada,Boulder City,2.25
Residential,Hotel,Q4,June,Nevada,Boulder City,4.08
Residential,Hotel,Q2,December,Nevada,Boulder City,7.09
Residential,Hotel,Q4,November,Nevada,Boulder City,11.78
Production,Apartment,Q2,April,Nevada,Boulder City,12.2
Production,Apartment,Q4,June,Nevada,Boulder City,14.71
Production,Apartment,Q2,December,Nevada,Boulder City,25.11
Production,Apartment,Q4,November,Nevada,Boulder City,28.48
Culture,House,Q2,April,Nevada,Boulder City,35.56
Culture,House,Q4,June,Nevada,Boulder City,35.22
Culture,House,Q2,December,Nevada,Boulder City,35.04
Culture,House,Q4,November,Nevada,Boulder City,38.68
Residential,Factory,Q2,April,Nevada,Boulder City,45.04
Residential,Factory,Q4,June,Nevada,Boulder City,46.68
Residential,Factory,Q2,December,Nevada,Boulder City,46.79
Residential,Factory,Q4,November,Nevada,Boulder City,45.85
Production,Workshop,Q2,April,Nevada,Boulder City,49.86
Production,Workshop,Q4,June,Nevada,Boulder City,50.87
Production,Workshop,Q2,December,Nevada,Boulder City,55.38
Production,Workshop,Q4,November,Nevada,Boulder City,57.46
Culture,Museum,Q2,April,Nevada,Boulder City,66.43
Culture,Museum,Q4,June,Nevada,Boulder City,66.97
Culture,Museum,Q2,December,Nevada,Boulder City,70.3
Culture,Museum,Q4,November,Nevada,Boulder City,81.32
Residential,Theatre,Q2,April,Nevada,Boulder City,88.5
Residential,Theatre,Q4,June,Nevada,Boulder City,90.56
Residential,Theatre,Q2,December,Nevada,Boulder City,91.22
Residential,Theatre,Q4,November,Nevada,Boulder City,95.43
Production,Concert,Q2,April,Nevada,Boulder City,97.86
Production,Concert,Q4,June,Nevada,Boulder City,98.51
Production,Concert,Q2,December,Nevada,Boulder City,99.17
Production,Concert,Q4,November,Nevada,Boulder City,99.31
