Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q3,August,4.4
Culture,Museum,Q4,July,8.14
Culture,Museum,Q1,September,9.83
Culture,Museum,Q3,November,10.58
Culture,Museum,Q4,December,11.59
Culture,Museum,Q1,October,10.52
Culture,Museum,Q3,March,14.64
Culture,Museum,Q4,February,20.03
Culture,Museum,Q1,August,22.57
Residential,Theatre,Q3,August,22.28
Residential,Theatre,Q4,July,22.58
Residential,Theatre,Q1,September,26.28
Residential,Theatre,Q3,November,30.47
Residential,Theatre,Q4,December,30.3
Residential,Theatre,Q1,October,33.2
Residential,Theatre,Q3,March,38.14
Residential,Theatre,Q4,February,42.73
Residential,Theatre,Q1,August,43.88
Culture,Apartment,Q3,August,44.97
Culture,Apartment,Q4,July,45.74
Culture,Apartment,Q1,September,52.16
Culture,Apartment,Q3,November,53.04
Culture,Apartment,Q4,December,54.97
Culture,Apartment,Q1,October,56.25
Culture,Apartment,Q3,March,57.44
Culture,Apartment,Q4,February,58.19
Culture,Apartment,Q1,August,56.67
Residential,House,Q3,August,60.16
Residential,House,Q4,July,60.94
Residential,House,Q1,September,63.9
Residential,House,Q3,November,65.97
Residential,House,Q4,December,68.88
Residential,House,Q1,October,80.54
Residential,House,Q3,March,80.9
Residential,House,Q4,February,80.45
Residential,House,Q1,August,83.47
Culture,Hotel,Q3,August,84.32
Culture,Hotel,Q4,July,85.67
Culture,Hotel,Q1,September,86.03
Culture,Hotel,Q3,November,87.76
Culture,Hotel,Q4,December,87.23
Culture,Hotel,Q1,October,89.93
Culture,Hotel,Q3,March,91.41
Culture,Hotel,Q4,February,93.55
Culture,Hotel,Q1,August,97.52
