Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q4,October,10.38
Service,Hospital,Q2,November,13.15
Service,Hospital,Q4,December,14.62
Service,Hospital,Q2,June,15.62
Service,Hospital,Q4,May,15.09
Service,Hospital,Q2,October,21.11
Production,School,Q4,October,22.33
Production,School,Q2,November,23.88
Production,School,Q4,December,24.6
Production,School,Q2,June,22.1
Production,School,Q4,May,28.99
Production,School,Q2,October,34.06
Residential,Library,Q4,October,37.77
Residential,Library,Q2,November,38.63
Residential,Library,Q4,December,40.88
Residential,Library,Q2,June,40.17
Residential,Library,Q4,May,44.92
Residential,Library,Q2,October,48.01
Service,Workshop,Q4,October,50.93
Service,Workshop,Q2,November,52.85
Service,Workshop,Q4,December,54.54
Service,Workshop,Q2,June,57.79
Service,Workshop,Q4,May,57.87
Service,Workshop,Q2,October,61.65
Production,Factory,Q4,October,62.34
Production,Factory,Q2,November,61.02
Production,Factory,Q4,December,66.68
Production,Factory,Q2,June,67.98
Production,Factory,Q4,May,69.66
Production,Factory,Q2,October,75.92
Residential,Apartment,Q4,October,76.8
Residential,Apartment,Q2,November,78.73
Residential,Apartment,Q4,December,82.3
Residential,Apartment,Q2,June,83.05
Residential,Apartment,Q4,May,88.63
Residential,Apartment,Q2,October,88.78
Service,House,Q4,October,89.81
Service,House,Q2,November,91.31
Service,House,Q4,December,92.15
Service,House,Q2,June,93.45
Service,House,Q4,May,95.51
Service,House,Q2,October,95.98
