Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,June,2.35
Culture,Theatre,Q4,April,8.28
Culture,Theatre,Q2,November,11.74
Culture,Theatre,Q4,October,11.01
Culture,Theatre,Q2,December,13.17
Culture,Theatre,Q4,June,16.92
Service,Museum,Q2,June,20.07
Service,Museum,Q4,April,24.78
Service,Museum,Q2,November,27.24
Service,Museum,Q4,October,28.55
Service,Museum,Q2,December,29.63
Service,Museum,Q4,June,32.99
Culture,Concert,Q2,June,34.02
Culture,Concert,Q4,April,35.79
Culture,Concert,Q2,November,35.63
Culture,Concert,Q4,October,36.31
Culture,Concert,Q2,December,37.36
Culture,Concert,Q4,June,45.15
Service,Hospital,Q2,June,46.51
Service,Hospital,Q4,April,47.13
Service,Hospital,Q2,November,48.93
Service,Hospital,Q4,October,56.47
Service,Hospital,Q2,December,58.3
Service,Hospital,Q4,June,58.1
Culture,Library,Q2,June,65.59
Culture,Library,Q4,April,65.73
Culture,Library,Q2,November,72.36
Culture,Library,Q4,October,77.17
Culture,Library,Q2,December,80.73
Culture,Library,Q4,June,80.14
Service,Administration,Q2,June,83.09
Service,Administration,Q4,April,85.91
Service,Administration,Q2,November,89.86
Service,Administration,Q4,October,91.51
Service,Administration,Q2,December,91.28
Service,Administration,Q4,June,92.34
