Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q4,November,1.93
Service,Library,Q2,December,3.11
Service,Library,Q4,April,5.55
Service,Library,Q2,May,6.3
Service,Library,Q4,June,10.03
Service,Library,Q2,November,14.68
Culture,Hospital,Q4,November,14.45
Culture,Hospital,Q2,December,19.95
Culture,Hospital,Q4,April,20.23
Culture,Hospital,Q2,May,23.44
Culture,Hospital,Q4,June,24.7
Culture,Hospital,Q2,November,23.53
Production,Theatre,Q4,November,28.14
Production,Theatre,Q2,December,29.94
Production,Theatre,Q4,April,41.39
Production,Theatre,Q2,May,48.74
Production,Theatre,Q4,June,51.27
Production,Theatre,Q2,November,54.47
Service,Concert,Q4,November,55.01
Service,Concert,Q2,December,56.38
Service,Concert,Q4,April,57.32
Service,Concert,Q2,May,58.07
Service,Concert,Q4,June,56.13
Service,Concert,Q2,November,60.05
Culture,Factory,Q4,November,60.11
Culture,Factory,Q2,December,62.94
Culture,Factory,Q4,April,76.97
Culture,Factory,Q2,May,78.12
Culture,Factory,Q4,June,83.43
Culture,Factory,Q2,November,84.43
Production,Workshop,Q4,November,86.61
Production,Workshop,Q2,December,87.66
Production,Workshop,Q4,April,89.45
Production,Workshop,Q2,May,92.67
Production,Workshop,Q4,June,94.64
Production,Workshop,Q2,November,99.74
