Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,September,3.79
Culture,Concert,Q1,July,11.35
Culture,Concert,Q3,January,13.09
Culture,Concert,Q1,March,14.13
Culture,Concert,Q3,February,16.47
Culture,Concert,Q1,September,16.39
Residential,Museum,Q3,September,21.69
Residential,Museum,Q1,July,23.48
Residential,Museum,Q3,January,25.62
Residential,Museum,Q1,March,28.22
Residential,Museum,Q3,February,33.2
Residential,Museum,Q1,September,35.34
Production,House,Q3,September,36.05
Production,House,Q1,July,38.28
Production,House,Q3,January,40.68
Production,House,Q1,March,41.49
Production,House,Q3,February,42.71
Production,House,Q1,September,43.79
Culture,Apartment,Q3,September,40.77
Culture,Apartment,Q1,July,46.93
Culture,Apartment,Q3,January,46.82
Culture,Apartment,Q1,March,53.69
Culture,Apartment,Q3,February,53.88
Culture,Apartment,Q1,September,55.31
Residential,Factory,Q3,September,57.55
Residential,Factory,Q1,July,58.48
Residential,Factory,Q3,January,60.74
Residential,Factory,Q1,March,62.43
Residential,Factory,Q3,February,64.19
Residential,Factory,Q1,September,67.97
Production,Workshop,Q3,September,77.31
Production,Workshop,Q1,July,85.63
Production,Workshop,Q3,January,92.48
Production,Workshop,Q1,March,94.13
Production,Workshop,Q3,February,98.79
Production,Workshop,Q1,September,99.5
