Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2015,Beverage,Juice,132.87
Export,2015,Dairy,Tea,262.36
Export,2015,Cereals,Cream,135.76
Export,2015,Beverage,Milk,776.73
Export,2015,Dairy,Seeds,10.44
Export,2015,Cereals,Soybeans,286.2
Export,2022,Beverage,Juice,671.59
Export,2022,Dairy,Tea,929.4
Export,2022,Cereals,Cream,684.85
Export,2022,Beverage,Milk,429.98
Export,2022,Dairy,Seeds,814.65
Export,2022,Cereals,Soybeans,434.19
Export,2016,Beverage,Juice,962.16
Export,2016,Dairy,Tea,196.38
Export,2016,Cereals,Cream,69.56
Export,2016,Beverage,Milk,582.3
Export,2016,Dairy,Seeds,843.64
Export,2016,Cereals,Soybeans,847.94
Export,2015,Beverage,Juice,81.09
Export,2015,Dairy,Tea,723.05
Export,2015,Cereals,Cream,471.39
Export,2015,Beverage,Milk,484.25
Export,2015,Dairy,Seeds,366.38
Export,2015,Cereals,Soybeans,122.69
