Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Minnesota,Rochester,Temperature,0-10,1.2
2019,Minnesota,Rochester,Wind,11-20,2.53
2019,Minnesota,Rochester,Temperature,Calm,4.72
2019,Minnesota,Rochester,Wind,Storm,6.48
2017,Nevada,Minneapolis,Temperature,0-10,7.7
2017,Nevada,Minneapolis,Wind,11-20,8.51
2017,Nevada,Minneapolis,Temperature,Calm,9.07
2017,Nevada,Minneapolis,Wind,Storm,9.08
2016,Minnesota,Hastings,Temperature,0-10,11.77
2016,Minnesota,Hastings,Wind,11-20,12.44
2016,Minnesota,Hastings,Temperature,Calm,12.0
2016,Minnesota,Hastings,Wind,Storm,10.17
2019,Nevada,Boulder City,Temperature,0-10,15.68
2019,Nevada,Boulder City,Wind,11-20,14.62
2019,Nevada,Boulder City,Temperature,Calm,17.16
2019,Nevada,Boulder City,Wind,Storm,18.32
2017,Minnesota,Reno,Temperature,0-10,19.64
2017,Minnesota,Reno,Wind,11-20,14.63
2017,Minnesota,Reno,Temperature,Calm,21.52
2017,Minnesota,Reno,Wind,Storm,21.58
2016,Nevada,Las Vegas,Temperature,0-10,21.29
2016,Nevada,Las Vegas,Wind,11-20,24.17
2016,Nevada,Las Vegas,Temperature,Calm,22.56
2016,Nevada,Las Vegas,Wind,Storm,6.57
