Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,December,Illinois,Springfield,6.08
Residential,Hotel,Q1,October,Georgia,Champaign,18.14
Residential,Hotel,Q4,November,Illinois,Columbus,18.57
Residential,Hotel,Q1,January,Georgia,Albany,20.8
Residential,Hotel,Q4,March,Illinois,Springfield,21.89
Residential,Hotel,Q1,December,Georgia,Champaign,24.99
Service,House,Q4,December,Illinois,Springfield,26.85
Service,House,Q1,October,Georgia,Champaign,28.12
Service,House,Q4,November,Illinois,Columbus,29.05
Service,House,Q1,January,Georgia,Albany,28.18
Service,House,Q4,March,Illinois,Springfield,34.17
Service,House,Q1,December,Georgia,Champaign,35.58
Residential,School,Q4,December,Illinois,Springfield,42.64
Residential,School,Q1,October,Georgia,Champaign,44.79
Residential,School,Q4,November,Illinois,Columbus,45.79
Residential,School,Q1,January,Georgia,Albany,50.36
Residential,School,Q4,March,Illinois,Springfield,52.46
Residential,School,Q1,December,Georgia,Champaign,54.21
Service,Library,Q4,December,Illinois,Springfield,56.54
Service,Library,Q1,October,Georgia,Champaign,65.88
Service,Library,Q4,November,Illinois,Columbus,66.16
Service,Library,Q1,January,Georgia,Albany,70.23
Service,Library,Q4,March,Illinois,Springfield,74.31
Service,Library,Q1,December,Georgia,Champaign,78.16
Residential,Hospital,Q4,December,Illinois,Springfield,82.18
Residential,Hospital,Q1,October,Georgia,Champaign,86.94
Residential,Hospital,Q4,November,Illinois,Columbus,94.64
Residential,Hospital,Q1,January,Georgia,Albany,95.01
Residential,Hospital,Q4,March,Illinois,Springfield,97.87
Residential,Hospital,Q1,December,Georgia,Champaign,99.23
