Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Florida,Fort Lauderdale,Wind,Breeze,0.48
2015,Florida,Fort Lauderdale,Temperature,Calm,1.86
2015,Florida,Fort Lauderdale,Wind,Storm,0.42
2015,Florida,Fort Lauderdale,Temperature,0-10,3.89
2015,Florida,Fort Lauderdale,Wind,11-20,4.24
2015,Florida,Fort Lauderdale,Temperature,31-40,5.12
2020,Illinois,Tampa,Wind,Breeze,6.49
2020,Illinois,Tampa,Temperature,Calm,5.64
2020,Illinois,Tampa,Wind,Storm,6.87
2020,Illinois,Tampa,Temperature,0-10,7.46
2020,Illinois,Tampa,Wind,11-20,10.48
2020,Illinois,Tampa,Temperature,31-40,11.83
2015,Maryland,Springfield,Wind,Breeze,12.53
2015,Maryland,Springfield,Temperature,Calm,13.87
2015,Maryland,Springfield,Wind,Storm,14.7
2015,Maryland,Springfield,Temperature,0-10,13.55
2015,Maryland,Springfield,Wind,11-20,13.56
2015,Maryland,Springfield,Temperature,31-40,13.5
2020,Florida,Chicago,Wind,Breeze,9.1
2020,Florida,Chicago,Temperature,Calm,11.46
2020,Florida,Chicago,Wind,Storm,21.67
2020,Florida,Chicago,Temperature,0-10,22.26
2020,Florida,Chicago,Wind,11-20,21.97
2020,Florida,Chicago,Temperature,31-40,24.23
2015,Illinois,Baltimore,Wind,Breeze,24.18
2015,Illinois,Baltimore,Temperature,Calm,25.47
2015,Illinois,Baltimore,Wind,Storm,27.07
2015,Illinois,Baltimore,Temperature,0-10,27.68
2015,Illinois,Baltimore,Wind,11-20,27.26
2015,Illinois,Baltimore,Temperature,31-40,23.74
2020,Maryland,Columbia,Wind,Breeze,27.3
2020,Maryland,Columbia,Temperature,Calm,24.05
2020,Maryland,Columbia,Wind,Storm,5.9
2020,Maryland,Columbia,Temperature,0-10,7.33
2020,Maryland,Columbia,Wind,11-20,7.1
2020,Maryland,Columbia,Temperature,31-40,8.2
2015,Florida,Aberdeen,Wind,Breeze,8.5
2015,Florida,Aberdeen,Temperature,Calm,9.66
2015,Florida,Aberdeen,Wind,Storm,0.17
2015,Florida,Aberdeen,Temperature,0-10,4.89
2015,Florida,Aberdeen,Wind,11-20,0.14
2015,Florida,Aberdeen,Temperature,31-40,24.55
