Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Oregon,Salem,Wind,Storm,0.68
2015,Oregon,Salem,Humidity,Calm,1.79
2015,Oregon,Salem,Temperature,Breeze,2.69
2015,Oregon,Salem,Wind,Medium,3.04
2015,Oregon,Salem,Humidity,Low,1.92
2015,Oregon,Salem,Temperature,High,1.68
2015,Oregon,Salem,Wind,0-10,1.85
2015,Oregon,Salem,Humidity,21-30,1.72
2015,Oregon,Salem,Temperature,31-40,0.35
2018,California,Portland,Wind,Storm,4.85
2018,California,Portland,Humidity,Calm,10.23
2018,California,Portland,Temperature,Breeze,10.4
2018,California,Portland,Wind,Medium,12.66
2018,California,Portland,Humidity,Low,13.04
2018,California,Portland,Temperature,High,13.15
2018,California,Portland,Wind,0-10,13.25
2018,California,Portland,Humidity,21-30,13.59
2018,California,Portland,Temperature,31-40,17.71
2019,Oregon,Redmond,Wind,Storm,18.28
2019,Oregon,Redmond,Humidity,Calm,17.41
2019,Oregon,Redmond,Temperature,Breeze,20.23
2019,Oregon,Redmond,Wind,Medium,20.29
2019,Oregon,Redmond,Humidity,Low,20.79
2019,Oregon,Redmond,Temperature,High,15.58
2019,Oregon,Redmond,Wind,0-10,24.57
2019,Oregon,Redmond,Humidity,21-30,3.33
2019,Oregon,Redmond,Temperature,31-40,17.17
2015,California,Los-Angeles,Wind,Storm,27.41
2015,California,Los-Angeles,Humidity,Calm,24.5
2015,California,Los-Angeles,Temperature,Breeze,27.44
2015,California,Los-Angeles,Wind,Medium,26.0
2015,California,Los-Angeles,Humidity,Low,6.23
2015,California,Los-Angeles,Temperature,High,25.46
2015,California,Los-Angeles,Wind,0-10,24.65
2015,California,Los-Angeles,Humidity,21-30,26.72
2015,California,Los-Angeles,Temperature,31-40,5.24
2018,Oregon,Malibu,Wind,Storm,1.27
2018,Oregon,Malibu,Humidity,Calm,8.82
2018,Oregon,Malibu,Temperature,Breeze,8.25
2018,Oregon,Malibu,Wind,Medium,9.09
2018,Oregon,Malibu,Humidity,Low,10.98
2018,Oregon,Malibu,Temperature,High,11.43
2018,Oregon,Malibu,Wind,0-10,12.81
2018,Oregon,Malibu,Humidity,21-30,13.58
2018,Oregon,Malibu,Temperature,31-40,13.99
2019,California,Berkeley,Wind,Storm,1.54
2019,California,Berkeley,Humidity,Calm,14.51
2019,California,Berkeley,Temperature,Breeze,16.08
2019,California,Berkeley,Wind,Medium,20.72
2019,California,Berkeley,Humidity,Low,20.94
2019,California,Berkeley,Temperature,High,2.32
2019,California,Berkeley,Wind,0-10,0.32
2019,California,Berkeley,Humidity,21-30,23.18
2019,California,Berkeley,Temperature,31-40,23.93
