Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q3,August,Michigan,Port Huron,5.37
Production,Factory,Q2,September,Minnesota,Flint,8.42
Production,Factory,Q3,June,Michigan,Hastings,8.16
Production,Factory,Q2,April,Minnesota,Minneapolis,10.28
Production,Factory,Q3,May,Michigan,Port Huron,12.12
Production,Factory,Q2,August,Minnesota,Flint,14.94
Service,Workshop,Q3,August,Michigan,Port Huron,15.38
Service,Workshop,Q2,September,Minnesota,Flint,16.57
Service,Workshop,Q3,June,Michigan,Hastings,21.85
Service,Workshop,Q2,April,Minnesota,Minneapolis,21.8
Service,Workshop,Q3,May,Michigan,Port Huron,24.93
Service,Workshop,Q2,August,Minnesota,Flint,30.0
Culture,School,Q3,August,Michigan,Port Huron,33.16
Culture,School,Q2,September,Minnesota,Flint,34.07
Culture,School,Q3,June,Michigan,Hastings,33.69
Culture,School,Q2,April,Minnesota,Minneapolis,41.73
Culture,School,Q3,May,Michigan,Port Huron,42.7
Culture,School,Q2,August,Minnesota,Flint,49.93
Production,Library,Q3,August,Michigan,Port Huron,50.7
Production,Library,Q2,September,Minnesota,Flint,51.97
Production,Library,Q3,June,Michigan,Hastings,50.46
Production,Library,Q2,April,Minnesota,Minneapolis,55.29
Production,Library,Q3,May,Michigan,Port Huron,60.52
Production,Library,Q2,August,Minnesota,Flint,64.03
Service,Hospital,Q3,August,Michigan,Port Huron,65.3
Service,Hospital,Q2,September,Minnesota,Flint,70.08
Service,Hospital,Q3,June,Michigan,Hastings,71.74
Service,Hospital,Q2,April,Minnesota,Minneapolis,73.49
Service,Hospital,Q3,May,Michigan,Port Huron,74.49
Service,Hospital,Q2,August,Minnesota,Flint,73.55
Culture,Concert,Q3,August,Michigan,Port Huron,76.04
Culture,Concert,Q2,September,Minnesota,Flint,77.44
Culture,Concert,Q3,June,Michigan,Hastings,73.37
Culture,Concert,Q2,April,Minnesota,Minneapolis,79.88
Culture,Concert,Q3,May,Michigan,Port Huron,75.82
Culture,Concert,Q2,August,Minnesota,Flint,82.8
Production,Theatre,Q3,August,Michigan,Port Huron,83.28
Production,Theatre,Q2,September,Minnesota,Flint,85.61
Production,Theatre,Q3,June,Michigan,Hastings,92.7
Production,Theatre,Q2,April,Minnesota,Minneapolis,93.71
Production,Theatre,Q3,May,Michigan,Port Huron,94.8
Production,Theatre,Q2,August,Minnesota,Flint,95.52
