State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Oregon,Salem,2016,Air,Thermal,3.14
Oregon,Salem,2016,Water,Noise,10.14
Oregon,Salem,2016,Air,Light,11.37
Oregon,Salem,2016,Water,Chemical,17.96
Oregon,Salem,2016,Air,Groundwater,23.23
Oregon,Salem,2016,Water,Oxygen-depletion,25.01
California,Redmond,2017,Air,Thermal,-99.01
California,Redmond,2017,Water,Noise,-99.08
California,Redmond,2017,Air,Light,-96.86
California,Redmond,2017,Water,Chemical,44.79
California,Redmond,2017,Air,Groundwater,48.46
California,Redmond,2017,Water,Oxygen-depletion,51.71
Oregon,Portland,2016,Air,Thermal,52.28
Oregon,Portland,2016,Water,Noise,-68.54
Oregon,Portland,2016,Air,Light,-61.01
Oregon,Portland,2016,Water,Chemical,-59.14
Oregon,Portland,2016,Air,Groundwater,-58.63
Oregon,Portland,2016,Water,Oxygen-depletion,-55.17
California,San Francisco,2017,Air,Thermal,-54.83
California,San Francisco,2017,Water,Noise,-45.84
California,San Francisco,2017,Air,Light,88.97
California,San Francisco,2017,Water,Chemical,-36.58
California,San Francisco,2017,Air,Groundwater,-35.71
California,San Francisco,2017,Water,Oxygen-depletion,-36.78
Oregon,Los-Angeles,2016,Air,Thermal,-33.54
Oregon,Los-Angeles,2016,Water,Noise,-27.83
Oregon,Los-Angeles,2016,Air,Light,-23.88
Oregon,Los-Angeles,2016,Water,Chemical,-13.46
Oregon,Los-Angeles,2016,Air,Groundwater,-7.47
Oregon,Los-Angeles,2016,Water,Oxygen-depletion,-4.24
