Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q1,January,Florida,Fort Lauderdale,1.94
Residential,House,Q3,February,Oregon,Tampa,2.52
Residential,House,Q4,September,Florida,Portland,3.74
Residential,House,Q1,August,Oregon,Fort Lauderdale,4.39
Residential,House,Q3,July,Florida,Tampa,5.1
Residential,House,Q4,December,Oregon,Portland,13.79
Residential,House,Q1,November,Florida,Fort Lauderdale,14.95
Residential,House,Q3,October,Oregon,Tampa,20.44
Residential,House,Q4,January,Florida,Portland,21.74
Production,Apartment,Q1,January,Florida,Fort Lauderdale,24.08
Production,Apartment,Q3,February,Oregon,Tampa,26.24
Production,Apartment,Q4,September,Florida,Portland,26.07
Production,Apartment,Q1,August,Oregon,Fort Lauderdale,28.05
Production,Apartment,Q3,July,Florida,Tampa,28.37
Production,Apartment,Q4,December,Oregon,Portland,32.43
Production,Apartment,Q1,November,Florida,Fort Lauderdale,39.54
Production,Apartment,Q3,October,Oregon,Tampa,41.57
Production,Apartment,Q4,January,Florida,Portland,44.95
Residential,Workshop,Q1,January,Florida,Fort Lauderdale,46.82
Residential,Workshop,Q3,February,Oregon,Tampa,50.1
Residential,Workshop,Q4,September,Florida,Portland,54.94
Residential,Workshop,Q1,August,Oregon,Fort Lauderdale,60.57
Residential,Workshop,Q3,July,Florida,Tampa,63.3
Residential,Workshop,Q4,December,Oregon,Portland,65.6
Residential,Workshop,Q1,November,Florida,Fort Lauderdale,66.83
Residential,Workshop,Q3,October,Oregon,Tampa,67.8
Residential,Workshop,Q4,January,Florida,Portland,69.75
Production,Factory,Q1,January,Florida,Fort Lauderdale,69.6
Production,Factory,Q3,February,Oregon,Tampa,72.99
Production,Factory,Q4,September,Florida,Portland,74.02
Production,Factory,Q1,August,Oregon,Fort Lauderdale,77.65
Production,Factory,Q3,July,Florida,Tampa,82.77
Production,Factory,Q4,December,Oregon,Portland,86.51
Production,Factory,Q1,November,Florida,Fort Lauderdale,87.88
Production,Factory,Q3,October,Oregon,Tampa,88.01
Production,Factory,Q4,January,Florida,Portland,94.31
