State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Illinois,Champaign,2017,Soil,Industrial,1.75
Illinois,Champaign,2017,Water,Inorganic Fertilizers,1.3
Illinois,Champaign,2017,Air,Inferior Irrigation,2.63
Illinois,Champaign,2017,Soil,Solid Waste,9.73
Illinois,Champaign,2017,Water,Oxygen-depletion,10.5
Illinois,Champaign,2017,Air,Surface water,9.66
Illinois,Champaign,2017,Soil,Groundwater,17.31
Illinois,Champaign,2017,Water,Chemical,17.67
Illinois,Champaign,2017,Air,Thermal,19.42
Illinois,Champaign,2017,Soil,Light,20.01
Illinois,Champaign,2017,Water,Noise,19.73
Illinois,Champaign,2017,Air,Industrial,17.9
Michigan,Chicago,2020,Soil,Industrial,21.3
Michigan,Chicago,2020,Water,Inorganic Fertilizers,25.84
Michigan,Chicago,2020,Air,Inferior Irrigation,33.27
Michigan,Chicago,2020,Soil,Solid Waste,36.16
Michigan,Chicago,2020,Water,Oxygen-depletion,38.65
Michigan,Chicago,2020,Air,Surface water,39.84
Michigan,Chicago,2020,Soil,Groundwater,40.21
Michigan,Chicago,2020,Water,Chemical,42.54
Michigan,Chicago,2020,Air,Thermal,43.93
Michigan,Chicago,2020,Soil,Light,48.22
Michigan,Chicago,2020,Water,Noise,52.06
Michigan,Chicago,2020,Air,Industrial,53.91
Massachusetts,Port Huron,2021,Soil,Industrial,54.66
Massachusetts,Port Huron,2021,Water,Inorganic Fertilizers,61.92
Massachusetts,Port Huron,2021,Air,Inferior Irrigation,65.91
Massachusetts,Port Huron,2021,Soil,Solid Waste,66.9
Massachusetts,Port Huron,2021,Water,Oxygen-depletion,67.25
Massachusetts,Port Huron,2021,Air,Surface water,67.46
Massachusetts,Port Huron,2021,Soil,Groundwater,70.84
Massachusetts,Port Huron,2021,Water,Chemical,70.16
Massachusetts,Port Huron,2021,Air,Thermal,75.49
Massachusetts,Port Huron,2021,Soil,Light,78.38
Massachusetts,Port Huron,2021,Water,Noise,85.35
Massachusetts,Port Huron,2021,Air,Industrial,88.24
Illinois,Detroit,2017,Soil,Industrial,89.53
Illinois,Detroit,2017,Water,Inorganic Fertilizers,91.74
Illinois,Detroit,2017,Air,Inferior Irrigation,98.81
Illinois,Detroit,2017,Soil,Solid Waste,98.82
Illinois,Detroit,2017,Water,Oxygen-depletion,-1.45
Illinois,Detroit,2017,Air,Surface water,-1.01
Illinois,Detroit,2017,Soil,Groundwater,-98.15
Illinois,Detroit,2017,Water,Chemical,-97.42
Illinois,Detroit,2017,Air,Thermal,-96.56
Illinois,Detroit,2017,Soil,Light,-95.35
Illinois,Detroit,2017,Water,Noise,-94.27
Illinois,Detroit,2017,Air,Industrial,-90.72
Michigan,Cambridge,2020,Soil,Industrial,-88.92
Michigan,Cambridge,2020,Water,Inorganic Fertilizers,-85.6
Michigan,Cambridge,2020,Air,Inferior Irrigation,-83.73
Michigan,Cambridge,2020,Soil,Solid Waste,-83.69
Michigan,Cambridge,2020,Water,Oxygen-depletion,-78.29
Michigan,Cambridge,2020,Air,Surface water,-75.64
Michigan,Cambridge,2020,Soil,Groundwater,-70.47
Michigan,Cambridge,2020,Water,Chemical,-64.89
Michigan,Cambridge,2020,Air,Thermal,-63.94
Michigan,Cambridge,2020,Soil,Light,-61.28
Michigan,Cambridge,2020,Water,Noise,-60.64
Michigan,Cambridge,2020,Air,Industrial,-51.25
Massachusetts,Lenox,2021,Soil,Industrial,-49.0
Massachusetts,Lenox,2021,Water,Inorganic Fertilizers,-48.2
Massachusetts,Lenox,2021,Air,Inferior Irrigation,-48.63
Massachusetts,Lenox,2021,Soil,Solid Waste,-46.37
Massachusetts,Lenox,2021,Water,Oxygen-depletion,-42.82
Massachusetts,Lenox,2021,Air,Surface water,-39.19
Massachusetts,Lenox,2021,Soil,Groundwater,-37.73
Massachusetts,Lenox,2021,Water,Chemical,-30.32
Massachusetts,Lenox,2021,Air,Thermal,-28.72
Massachusetts,Lenox,2021,Soil,Light,-27.46
Massachusetts,Lenox,2021,Water,Noise,-28.22
Massachusetts,Lenox,2021,Air,Industrial,-25.32
Illinois,Boston,2017,Soil,Industrial,-27.28
Illinois,Boston,2017,Water,Inorganic Fertilizers,-23.68
Illinois,Boston,2017,Air,Inferior Irrigation,-22.6
Illinois,Boston,2017,Soil,Solid Waste,-23.35
Illinois,Boston,2017,Water,Oxygen-depletion,-21.09
Illinois,Boston,2017,Air,Surface water,-28.91
Illinois,Boston,2017,Soil,Groundwater,-16.52
Illinois,Boston,2017,Water,Chemical,-14.11
Illinois,Boston,2017,Air,Thermal,-14.8
Illinois,Boston,2017,Soil,Light,-8.48
Illinois,Boston,2017,Water,Noise,-3.9
Illinois,Boston,2017,Air,Industrial,-1.72
